dataset,index,direction,variant,mapping_cpu,mapping_wall,capped,best_representative_events,best_verified_events,full_representatives,target_score,target_status,recovery
golden,1093,R_to_P,metal_binary,4.3626140939999996,1.5054344916716218,True,,,,,,recovered
golden,1093,P_to_R,original,0.9307491240000001,0.2390893902629614,False,,,,,,recovered
golden,1093,P_to_R,metal_binary,0.9701168929999999,0.25901632849127054,False,,,,,,recovered
golden,1312,R_to_P,original,0.8319087049999999,0.2293919464573264,False,,,,,,recovered
golden,1312,R_to_P,metal_binary,0.8054113799999999,0.21755854040384293,False,,,,,,recovered
golden,1312,P_to_R,original,3.1962200229999995,1.354961358010769,True,,,,,,recovered
golden,1312,P_to_R,metal_binary,3.364017324,1.4108466198667884,True,,,,,,recovered
golden,1418,R_to_P,original,1.2901233169999997,0.30936800315976143,False,,,,,,recovered
golden,1418,R_to_P,metal_binary,1.1505446129999999,0.2675756188109517,False,,,,,,recovered
golden,1418,P_to_R,original,4.674998791999999,1.5189955970272422,True,,,,,,recovered
golden,1418,P_to_R,metal_binary,4.898678488000001,1.5748121766373515,True,,,,,,recovered
golden,1447,R_to_P,original,1.8839590339999996,0.41785216238349676,False,,,,,,recovered
golden,1447,R_to_P,metal_binary,1.8209391949999998,0.381550376303494,False,,,,,,recovered
golden,1447,P_to_R,original,6.300511065,2.049057868309319,True,,,,,,recovered
golden,1447,P_to_R,metal_binary,6.517914883,2.1560049578547478,True,,,,,,recovered
golden,1474,R_to_P,original,0.8034018359999999,0.21589891519397497,False,,,,,,recovered
golden,1474,R_to_P,metal_binary,0.7895907769999999,0.21206532791256905,False,,,,,,recovered
golden,1474,P_to_R,original,1.338575558,0.3942692428827286,True,,,,,,recovered
golden,1474,P_to_R,metal_binary,1.354164204,0.41791892424225807,True,,,,,,recovered
golden,1475,R_to_P,original,4.475310377,1.5125252259895205,True,,,,,,not_recovered
golden,1475,R_to_P,metal_binary,4.326214842,1.4242671187967062,True,,,,,,not_recovered
golden,1475,P_to_R,original,3.0340780409999994,1.0824003983289003,True,,,,,,not_recovered
golden,1475,P_to_R,metal_binary,3.070917813999999,1.0736783351749182,True,,,,,,not_recovered
