dataset,index,variant,recovery,searches_complete,compute_cpu_seconds,best_events
golden,70,seeds10,recovered,True,5.880320577000001,
golden,71,seeds3,recovered,True,14.644781352999999,
golden,71,seeds10,recovered,True,35.042534540999995,
golden,72,seeds3,recovered,True,4.536325657,
golden,72,seeds10,recovered,True,8.932977612999998,
golden,73,seeds3,recovered,True,1.7797502029999999,
golden,73,seeds10,recovered,True,2.66167405,
golden,74,seeds3,recovered,True,18.178430590999998,
golden,74,seeds10,recovered,True,35.108798152,
golden,75,seeds3,recovered,True,1.6960572369999998,
golden,75,seeds10,recovered,True,2.292032486,
golden,76,seeds3,recovered,True,4.488919016,
golden,76,seeds10,recovered,True,8.137825303,
golden,77,seeds3,recovered,True,6.047418854999998,
golden,77,seeds10,recovered,True,14.92958135,
golden,78,seeds3,recovered,True,6.082506382999999,
golden,78,seeds10,recovered,True,13.450532299999999,
golden,79,seeds3,recovered,True,4.826387182000001,
golden,79,seeds10,recovered,True,11.178396706000001,
golden,80,seeds3,recovered,True,9.731059985999998,
golden,80,seeds10,recovered,True,25.074094022000004,
golden,81,seeds3,recovered,True,5.875241411,
golden,81,seeds10,recovered,True,11.933001695,
golden,82,seeds3,recovered,True,1.3207751559999998,
golden,82,seeds10,recovered,True,1.751227497,
golden,83,seeds3,recovered,True,7.531815425,
golden,83,seeds10,recovered,True,18.166906731999998,
golden,84,seeds3,recovered,True,9.557371357000001,
golden,84,seeds10,recovered,True,22.576177951,
golden,85,seeds3,recovered,True,10.873613176,
golden,85,seeds10,recovered,True,25.775860975,
golden,86,seeds3,recovered,True,3.738368512,
golden,86,seeds10,recovered,True,6.637299457999999,
golden,87,seeds3,recovered,True,3.908155309,
golden,87,seeds10,recovered,True,7.678190411000001,
golden,88,seeds3,recovered,True,6.638057576,
golden,88,seeds10,recovered,True,11.661647065,
golden,89,seeds3,recovered,True,2.453272593,
golden,89,seeds10,recovered,True,4.516792971,
golden,90,seeds3,recovered,True,8.058441115,
golden,90,seeds10,recovered,True,18.511168147,
golden,91,seeds3,recovered,True,41.758324582,
golden,91,seeds10,recovered,True,113.26072463,
golden,92,seeds3,recovered,True,4.686557112999999,
golden,92,seeds10,recovered,True,8.947736928000001,
golden,93,seeds3,recovered,True,2.254464206,
golden,93,seeds10,recovered,True,4.6728134,
golden,94,seeds3,recovered,True,1.8964304990000003,
golden,94,seeds10,recovered,True,3.397632803,
golden,95,seeds3,recovered,True,44.605825252,
golden,95,seeds10,recovered,True,114.42903154599998,
golden,96,seeds3,recovered,True,2.724249114999999,
golden,96,seeds10,recovered,True,4.986662226,
golden,97,seeds3,recovered,True,34.118283311,
golden,97,seeds10,recovered,True,93.27091752800001,
golden,98,seeds3,recovered,True,1.857927282,
golden,98,seeds10,recovered,True,2.5122565280000004,
golden,99,seeds3,recovered,True,3.3909011519999996,
golden,99,seeds10,recovered,True,6.891580959000001,
golden,100,seeds3,recovered,True,10.652551256,
golden,100,seeds10,recovered,True,26.851896756000002,
golden,101,seeds3,recovered,True,4.121695633,
golden,101,seeds10,recovered,True,10.447784105,
golden,102,seeds3,recovered,True,29.931438339,
golden,102,seeds10,recovered,True,98.22559610199997,
golden,103,seeds3,recovered,True,24.623404760999996,
golden,103,seeds10,recovered,True,72.25522111699999,
golden,104,seeds3,recovered,True,8.313780701999999,
golden,104,seeds10,recovered,True,18.306465442,
golden,105,seeds3,recovered,True,2.2776714169999996,
golden,105,seeds10,recovered,True,3.6241957929999993,
golden,106,seeds3,recovered,True,39.809755349,
golden,106,seeds10,recovered,True,99.053734362,
golden,107,seeds3,recovered,True,45.69897289400001,
golden,107,seeds10,recovered,True,133.95468061699998,
golden,108,seeds3,recovered,True,24.327896036,
golden,108,seeds10,recovered,True,61.54156870899999,
golden,109,seeds3,recovered,True,4.276138778,
golden,109,seeds10,recovered,True,11.338879302,
golden,110,seeds3,recovered,True,32.56037692300001,
golden,110,seeds10,recovered,True,83.03276580699999,
golden,111,seeds3,recovered,True,36.087050315,
golden,111,seeds10,recovered,True,109.12084345300002,
golden,112,seeds3,recovered,True,10.635752332,
golden,112,seeds10,recovered,True,26.640015072,
golden,113,seeds3,recovered,True,33.224461756,
golden,113,seeds10,recovered,True,88.98505821799999,
golden,114,seeds3,recovered,True,1.9442003789999998,
golden,114,seeds10,recovered,True,3.673314286,
golden,115,seeds3,recovered,True,5.700338781999999,
golden,115,seeds10,recovered,True,10.962021093,
golden,116,seeds3,recovered,True,14.318078249,
golden,116,seeds10,recovered,True,35.143412244000004,
golden,117,seeds3,recovered,True,3.3335216009999997,
golden,117,seeds10,recovered,True,7.494990251000001,
golden,118,seeds3,recovered,True,18.222757063,
golden,118,seeds10,recovered,True,43.378938525,
golden,119,seeds3,recovered,True,5.153498440000002,
golden,119,seeds10,recovered,True,12.040368995,
golden,120,seeds3,recovered,True,77.14208868300001,
golden,120,seeds10,recovered,True,208.055906469,
golden,121,seeds3,recovered,True,22.004133529,
golden,121,seeds10,recovered,True,61.25559641700001,
golden,122,seeds3,recovered,True,8.124418772000002,
golden,122,seeds10,recovered,True,21.622643990999997,
golden,123,seeds3,recovered,True,15.051892943,
golden,123,seeds10,recovered,True,32.746447702,
golden,124,seeds3,recovered,True,4.584979028999999,
golden,124,seeds10,recovered,True,6.420292083999999,
golden,125,seeds3,recovered,True,17.542659947,
golden,125,seeds10,recovered,True,30.253442057000004,
golden,126,seeds3,recovered,True,31.558010668999998,
golden,126,seeds10,recovered,True,91.57760942299998,
golden,127,seeds3,recovered,True,47.736302827,
golden,127,seeds10,recovered,True,140.37170531400002,
golden,128,seeds3,recovered,True,25.352850958,
golden,128,seeds10,recovered,True,76.830219369,
golden,129,seeds3,recovered,True,11.271157696,
golden,129,seeds10,recovered,True,30.692168702999993,
golden,130,seeds3,recovered,True,22.485990776999998,
golden,130,seeds10,recovered,True,58.802837332,
golden,131,seeds3,recovered,True,94.709172353,
golden,131,seeds10,recovered,True,336.905905493,
golden,132,seeds3,recovered,True,9.626383691,
golden,132,seeds10,recovered,True,28.203184744999994,
golden,133,seeds3,recovered,True,2.324915411,
golden,133,seeds10,recovered,True,3.3460416329999996,
golden,134,seeds3,recovered,True,23.230769507999998,
golden,134,seeds10,recovered,True,64.41030768700001,
golden,135,seeds3,recovered,True,78.843317267,
golden,135,seeds10,recovered,True,200.53602063300002,
golden,136,seeds3,recovered,True,4.629155784,
golden,136,seeds10,recovered,True,13.502470291,
golden,137,seeds3,recovered,True,10.371384174000001,
golden,137,seeds10,recovered,True,25.062885245,
golden,138,seeds3,recovered,True,16.885793505,
golden,138,seeds10,recovered,True,40.52311791000001,
golden,139,seeds3,recovered,True,2.9518213639999997,
golden,139,seeds10,recovered,True,6.813287124,
golden,140,seeds3,recovered,True,2.249161472,
golden,140,seeds10,recovered,True,4.09633094,
golden,141,seeds3,recovered,True,11.803937264000002,
golden,141,seeds10,recovered,True,34.202865952,
golden,142,seeds3,recovered,True,2.7618121209999997,
golden,142,seeds10,recovered,True,5.816498696,
golden,143,seeds3,recovered,True,221.29857069999994,
golden,143,seeds10,recovered,True,597.990376698,
golden,144,seeds3,recovered,True,1.9140810669999997,
golden,144,seeds10,recovered,True,2.8527556350000003,
golden,145,seeds3,recovered,True,3.6280635960000005,
golden,145,seeds10,recovered,True,8.038334291000002,
golden,146,seeds3,recovered,True,36.35148627600001,
golden,146,seeds10,recovered,True,94.455127807,
golden,147,seeds3,recovered,True,10.687243218000003,
golden,147,seeds10,recovered,True,28.437829821,
golden,148,seeds3,recovered,True,1.977623603,
golden,148,seeds10,recovered,True,2.935429134,
golden,149,seeds3,recovered,True,45.000517252,
golden,149,seeds10,recovered,True,110.161693182,
golden,150,seeds3,recovered,True,30.920077591000002,
golden,150,seeds10,recovered,True,104.779228509,
golden,151,seeds3,recovered,True,22.523593288,
golden,151,seeds10,recovered,True,61.822406667,
golden,152,seeds3,recovered,True,48.622600778000006,
golden,152,seeds10,recovered,True,174.193781628,
golden,153,seeds3,recovered,True,20.925570861999994,
golden,153,seeds10,recovered,True,48.344216145,
golden,154,seeds3,recovered,True,99.34292660499997,
golden,154,seeds10,recovered,True,285.573001049,
golden,155,seeds3,recovered,True,5.451376429,
golden,155,seeds10,recovered,True,14.922536617000002,
golden,156,seeds3,recovered,True,22.973621620000003,
golden,156,seeds10,recovered,True,70.82407919,
golden,157,seeds3,recovered,True,34.555351472,
golden,157,seeds10,recovered,True,108.05363349599999,
golden,158,seeds3,recovered,True,5.751260781,
golden,158,seeds10,recovered,True,15.941841859000002,
golden,159,seeds3,recovered,True,15.553418884,
golden,159,seeds10,recovered,True,46.156148443,
golden,160,seeds3,recovered,True,7.460471065,
golden,160,seeds10,recovered,True,16.008347476,
golden,161,seeds3,recovered,True,5.887028288,
golden,161,seeds10,recovered,True,12.147605055,
golden,162,seeds3,recovered,True,12.755511056,
golden,162,seeds10,recovered,True,36.787006875,
golden,163,seeds3,recovered,True,7.149263222999999,
golden,163,seeds10,recovered,True,17.731928676,
golden,164,seeds3,recovered,True,84.233422064,
golden,164,seeds10,recovered,True,239.655427589,
golden,165,seeds3,recovered,True,2.001307034,
golden,165,seeds10,recovered,True,3.250022471,
golden,166,seeds3,recovered,True,3.5328075010000006,
golden,166,seeds10,recovered,True,5.954109729,
golden,167,seeds3,recovered,True,52.77152714199999,
golden,167,seeds10,recovered,True,155.120958074,
golden,168,seeds3,recovered,True,9.823765878,
golden,168,seeds10,recovered,True,23.68265597,
golden,169,seeds3,recovered,True,23.785219589999997,
golden,169,seeds10,recovered,True,66.201853411,
golden,170,seeds3,recovered,True,6.253735755,
golden,170,seeds10,recovered,True,15.104505708,
golden,171,seeds3,recovered,True,26.776392774999998,
golden,171,seeds10,recovered,True,85.519125996,
golden,172,seeds3,recovered,True,4.75590197,
golden,172,seeds10,recovered,True,12.649975495,
golden,173,seeds3,recovered,True,12.316038440999998,
golden,173,seeds10,recovered,True,33.943795407,
golden,174,seeds3,recovered,True,11.612809261999999,
golden,174,seeds10,recovered,True,37.41073402000001,
golden,175,seeds3,recovered,True,10.84177735,
golden,175,seeds10,recovered,True,25.744172998000003,
golden,176,seeds3,recovered,True,8.613334365,
golden,176,seeds10,recovered,True,22.354737611,
golden,177,seeds3,recovered,True,20.938400637,
golden,177,seeds10,recovered,True,65.574644584,
golden,178,seeds3,recovered,True,16.390903527,
golden,178,seeds10,recovered,True,41.565554044,
golden,179,seeds3,recovered,True,9.367567917,
golden,179,seeds10,recovered,True,29.961875522,
golden,180,seeds3,recovered,True,6.28560229,
golden,180,seeds10,recovered,True,12.525610333000001,
golden,181,seeds3,recovered,True,51.425923562,
golden,181,seeds10,recovered,True,149.62146816299997,
golden,182,seeds3,recovered,True,34.062411866,
golden,182,seeds10,recovered,True,92.334976818,
golden,183,seeds3,recovered,True,3.3090986119999997,
golden,183,seeds10,recovered,True,6.663186872000001,
golden,184,seeds3,recovered,True,9.611367358999999,
golden,184,seeds10,recovered,True,22.013235603,
golden,185,seeds3,recovered,True,1.9504853109999998,
golden,185,seeds10,recovered,True,3.2101061439999996,
golden,186,seeds3,recovered,True,47.244725285,
golden,186,seeds10,recovered,True,141.62334750000002,
golden,187,seeds3,recovered,True,10.637067964,
golden,187,seeds10,recovered,True,28.737541159,
golden,188,seeds3,recovered,True,1.256894902,
golden,188,seeds10,recovered,True,1.9543084179999997,
golden,189,seeds3,recovered,True,2.2057651929999995,
golden,189,seeds10,recovered,True,3.8414840360000007,
golden,190,seeds3,recovered,True,1.5046165910000002,
golden,190,seeds10,recovered,True,2.5761874650000003,
golden,191,seeds3,recovered,True,2.200623664,
golden,191,seeds10,recovered,True,4.045637018,
golden,192,seeds3,recovered,True,3.352326915,
golden,192,seeds10,recovered,True,7.659805478,
golden,193,seeds3,recovered,True,11.080455717,
golden,193,seeds10,recovered,True,24.404981164,
golden,194,seeds3,recovered,True,83.524194377,
golden,194,seeds10,recovered,True,253.99626216800002,
golden,195,seeds3,recovered,True,11.495854326,
golden,195,seeds10,recovered,True,33.99753033499999,
golden,196,seeds3,recovered,True,30.575232865,
golden,196,seeds10,recovered,True,94.627988593,
golden,197,seeds3,recovered,True,4.964560381,
golden,197,seeds10,recovered,True,11.091848237,
golden,198,seeds3,recovered,True,32.932492862000004,
golden,198,seeds10,recovered,True,101.663120603,
golden,199,seeds3,recovered,True,17.418907947,
golden,199,seeds10,recovered,True,48.445071114,
golden,200,seeds3,recovered,True,14.842738791000002,
golden,200,seeds10,recovered,True,39.094895021000006,
golden,201,seeds3,recovered,True,59.846523559999994,
golden,201,seeds10,recovered,True,186.22664763299997,
golden,202,seeds3,recovered,True,30.486162643999997,
golden,202,seeds10,recovered,True,86.023670772,
golden,203,seeds3,recovered,True,1.34130299,
golden,203,seeds10,recovered,True,1.9654866569999998,
golden,204,seeds3,recovered,True,9.530817246000002,
golden,204,seeds10,recovered,True,21.611257105,
golden,205,seeds3,recovered,True,19.396096361,
golden,205,seeds10,recovered,True,51.559933009999995,
golden,206,seeds3,recovered,True,1.478979255,
golden,206,seeds10,recovered,True,2.2186686499999997,
golden,207,seeds3,recovered,True,16.99795648,
golden,207,seeds10,recovered,True,48.400824665,
golden,208,seeds3,recovered,True,11.740477366,
golden,208,seeds10,recovered,True,28.430049417999996,
golden,209,seeds3,recovered,True,24.145392436999998,
golden,209,seeds10,recovered,True,64.35207358,
golden,210,seeds3,recovered,True,4.951472572999999,
golden,210,seeds10,recovered,True,11.868994566,
golden,211,seeds3,recovered,True,1.324464372,
golden,211,seeds10,recovered,True,1.84924329,
golden,212,seeds3,recovered,True,5.0716215,
golden,212,seeds10,recovered,True,13.695402003,
golden,213,seeds3,recovered,True,42.588916212,
golden,213,seeds10,recovered,True,127.67333677199998,
golden,214,seeds3,recovered,True,56.60213185800001,
golden,214,seeds10,recovered,True,149.944600608,
golden,215,seeds3,recovered,True,9.022257020999998,
golden,215,seeds10,recovered,True,21.607954102,
golden,216,seeds3,recovered,True,30.493589954,
golden,216,seeds10,recovered,True,77.62086609,
golden,217,seeds3,recovered,True,5.686377556,
golden,217,seeds10,recovered,True,14.574717562,
golden,218,seeds3,recovered,True,1.5703713130000003,
golden,218,seeds10,recovered,True,2.5574037969999996,
golden,219,seeds3,recovered,True,13.769315132,
golden,219,seeds10,recovered,True,31.616628011,
golden,220,seeds3,recovered,True,25.229937476000003,
golden,220,seeds10,recovered,True,79.37491004099999,
golden,221,seeds3,recovered,True,12.525641475000004,
golden,221,seeds10,recovered,True,27.543270733,
golden,222,seeds3,recovered,True,1.6439575190000002,
golden,222,seeds10,recovered,True,3.3913257669999997,
golden,223,seeds3,recovered,True,8.723501668,
golden,223,seeds10,recovered,True,24.09073284,
golden,224,seeds3,recovered,True,2.6983623079999997,
golden,224,seeds10,recovered,True,5.04559454,
golden,225,seeds3,recovered,True,1.253565718,
golden,225,seeds10,recovered,True,1.5636633770000001,
golden,226,seeds3,recovered,True,1.26157872,
golden,226,seeds10,recovered,True,2.4606725340000004,
golden,227,seeds3,recovered,True,1.2939731890000001,
golden,227,seeds10,recovered,True,1.721895812,
golden,228,seeds3,recovered,True,14.330565636000003,
golden,228,seeds10,recovered,True,41.150943917,
golden,229,seeds3,recovered,True,50.9171124,
golden,229,seeds10,recovered,True,137.09805478200002,
golden,230,seeds3,recovered,True,17.207436306,
golden,230,seeds10,recovered,True,48.729430087000004,
golden,231,seeds3,recovered,True,50.472080004000006,
golden,231,seeds10,recovered,True,146.12061663100002,
golden,232,seeds3,recovered,True,2.736679303,
golden,232,seeds10,recovered,True,5.186813743,
golden,233,seeds3,recovered,True,3.7172164899999998,
golden,233,seeds10,recovered,True,9.614934603999998,
golden,234,seeds3,recovered,True,2.390210892,
golden,234,seeds10,recovered,True,5.126750545,
golden,235,seeds3,recovered,True,1.7718009289999999,
golden,235,seeds10,recovered,True,2.83884109,
golden,236,seeds3,recovered,True,1.973385832,
golden,236,seeds10,recovered,True,4.46524672,
golden,237,seeds3,recovered,True,31.011935053000002,
golden,237,seeds10,recovered,True,92.285720162,
golden,238,seeds3,recovered,True,8.466536400999999,
golden,238,seeds10,recovered,True,21.977495836000003,
golden,239,seeds3,recovered,True,65.755273539,
golden,239,seeds10,recovered,True,198.64051895199998,
golden,240,seeds3,recovered,True,2.0549073460000002,
golden,240,seeds10,recovered,True,3.188974291,
golden,241,seeds3,recovered,True,3.7517078109999993,
golden,241,seeds10,recovered,True,9.205695782,
golden,242,seeds3,recovered,True,15.598921449000002,
golden,242,seeds10,recovered,True,38.291613352,
golden,243,seeds3,recovered,True,8.493630024,
golden,243,seeds10,recovered,True,23.214930202999994,
golden,244,seeds3,recovered,True,32.434718401000005,
golden,244,seeds10,recovered,True,97.41565096300002,
golden,245,seeds3,recovered,True,40.037596390999994,
golden,245,seeds10,recovered,True,128.154712742,
golden,246,seeds3,recovered,True,9.357034653000001,
golden,246,seeds10,recovered,True,28.549489487000002,
golden,247,seeds3,recovered,True,11.725238299,
golden,247,seeds10,recovered,True,27.753275094,
golden,248,seeds3,recovered,True,20.307142798999998,
golden,248,seeds10,recovered,True,56.60221322300001,
golden,249,seeds3,recovered,True,5.640658788,
golden,249,seeds10,recovered,True,11.126521302,
golden,250,seeds3,recovered,True,1.869320928,
golden,250,seeds10,recovered,True,4.0360613690000005,
golden,251,seeds3,recovered,True,6.8838950709999995,
golden,251,seeds10,recovered,True,18.685062277,
golden,252,seeds3,recovered,True,2.572489462,
golden,252,seeds10,recovered,True,5.822291538000001,
golden,253,seeds3,recovered,True,13.353016192,
golden,253,seeds10,recovered,True,33.659473649999995,
golden,254,seeds3,recovered,True,1.528327778,
golden,254,seeds10,recovered,True,2.6204835780000004,
golden,255,seeds3,recovered,True,8.978843556000001,
golden,255,seeds10,recovered,True,23.183050148,
golden,256,seeds3,recovered,True,6.777201076999999,
golden,256,seeds10,recovered,True,16.774496013,
golden,257,seeds3,recovered,True,85.418623605,
golden,257,seeds10,recovered,True,257.91673051299995,
golden,258,seeds3,recovered,True,4.037451556000001,
golden,258,seeds10,recovered,True,8.680879689,
golden,259,seeds3,recovered,True,2.2276927300000002,
golden,259,seeds10,recovered,True,4.066004878,
golden,260,seeds3,recovered,True,7.019289783,
golden,260,seeds10,recovered,True,14.876271444999999,
golden,261,seeds3,recovered,True,10.05922705,
golden,261,seeds10,recovered,True,27.029136058,
golden,262,seeds3,recovered,True,5.269947255,
golden,262,seeds10,recovered,True,15.452247379999996,
golden,263,seeds3,recovered,True,2.5083363660000004,
golden,263,seeds10,recovered,True,4.331676539000001,
golden,264,seeds3,recovered,True,3.9635754399999996,
golden,264,seeds10,recovered,True,9.372529781,
golden,265,seeds3,recovered,True,2.243012029,
golden,265,seeds10,recovered,True,3.739641626,
golden,266,seeds3,recovered,True,7.950342451,
golden,266,seeds10,recovered,True,19.954865167999998,
golden,267,seeds3,recovered,True,1.095003088,
golden,267,seeds10,recovered,True,1.1585974599999997,
golden,268,seeds3,recovered,True,33.626674789999996,
golden,268,seeds10,recovered,True,95.080103923,
golden,269,seeds3,recovered,True,4.127053375999999,
golden,269,seeds10,recovered,True,9.410962326,
golden,270,seeds3,recovered,True,24.038256178000005,
golden,270,seeds10,recovered,True,67.431723259,
golden,271,seeds3,recovered,True,1.0726934240000001,
golden,271,seeds10,recovered,True,1.2339162570000002,
golden,272,seeds3,recovered,True,4.322560591,
golden,272,seeds10,recovered,True,11.624765941,
golden,273,seeds3,recovered,True,13.426649763,
golden,273,seeds10,recovered,True,36.470036621,
golden,274,seeds3,recovered,True,7.640134548000001,
golden,274,seeds10,recovered,True,16.30277729,
golden,275,seeds3,recovered,True,13.494445292000002,
golden,275,seeds10,recovered,True,35.661256544000004,
golden,276,seeds3,recovered,True,7.166353947000001,
golden,276,seeds10,recovered,True,18.249348808,
golden,277,seeds3,recovered,True,12.894436004,
golden,277,seeds10,recovered,True,31.446041276,
golden,278,seeds3,recovered,True,5.245428415999999,
golden,278,seeds10,recovered,True,11.50167668,
golden,279,seeds3,recovered,True,7.974089649,
golden,279,seeds10,recovered,True,19.798265055999998,
golden,280,seeds3,recovered,True,5.848121752,
golden,280,seeds10,recovered,True,14.731060065,
golden,281,seeds3,recovered,True,2.562782004,
golden,281,seeds10,recovered,True,4.947617536999999,
golden,282,seeds3,recovered,True,3.874413298,
golden,282,seeds10,recovered,True,8.207889811,
golden,283,seeds3,recovered,True,3.46526826,
golden,283,seeds10,recovered,True,7.485710039000001,
golden,284,seeds3,recovered,True,8.958793827000001,
golden,284,seeds10,recovered,True,21.778885138,
golden,285,seeds3,recovered,True,25.693529093000002,
golden,285,seeds10,recovered,True,77.022228384,
golden,286,seeds3,recovered,True,25.870572820000003,
golden,286,seeds10,recovered,True,83.30958391200001,
golden,287,seeds3,recovered,True,8.846406026,
golden,287,seeds10,recovered,True,22.35375043,
golden,288,seeds3,recovered,True,5.125592811,
golden,288,seeds10,recovered,True,12.080605536,
golden,289,seeds3,recovered,True,45.765163809,
