index,recovered,binary,weighted,r_to_p,p_to_r,uncut,cut_only,completed_calls,candidate_outputs,mapping_errors,invalid_predictions,fully_swept_valid
1063,True,True,True,True,True,True,True,212,222,0,0,True
1064,True,True,True,True,True,True,True,278,297,0,0,True
1065,True,True,True,True,True,True,True,202,208,0,0,True
1066,True,True,True,True,True,True,True,278,288,0,0,True
1067,True,True,True,True,True,True,True,170,174,0,0,True
1068,True,True,True,True,True,True,True,120,120,0,0,True
1069,True,True,True,True,True,True,True,92,92,0,0,True
1070,True,True,True,True,True,True,True,158,160,0,0,True
1071,False,False,False,False,False,False,False,228,250,0,0,True
1072,True,True,True,True,True,True,True,188,370,0,0,True
1073,True,True,True,True,True,True,True,154,154,0,0,True
1074,True,True,True,True,True,True,True,92,140,0,0,True
1075,True,True,True,True,True,True,True,88,142,0,0,True
1076,True,True,True,True,True,True,True,154,159,0,0,True
1077,True,True,True,True,True,True,True,122,122,0,0,True
1078,True,True,True,True,True,True,True,176,181,0,0,True
1079,True,True,True,True,True,True,True,114,120,0,0,True
1080,True,True,True,True,True,True,True,232,515,0,0,True
1081,True,True,True,True,True,True,True,102,102,0,0,True
1082,True,True,True,True,True,True,True,202,202,0,0,True
1083,True,True,True,True,True,True,True,294,423,0,0,True
1084,True,True,True,True,True,True,True,66,66,0,0,True
1085,True,True,True,True,True,True,True,206,216,0,0,True
1086,True,True,True,True,True,True,True,132,200,0,0,True
1087,True,True,True,True,True,True,True,120,236,0,0,True
1088,True,True,True,True,True,True,True,84,134,0,0,True
1089,True,True,True,True,True,True,True,210,224,0,0,True
1090,True,True,True,True,True,True,True,222,226,0,0,True
1091,True,True,True,True,True,True,True,84,122,0,0,True
1092,True,True,True,True,True,True,True,248,268,0,0,True
1093,True,True,True,True,True,True,True,128,159,0,0,True
1094,True,True,True,True,True,True,True,192,200,0,0,True
1095,True,True,True,True,True,True,True,222,226,0,0,True
1096,True,True,True,True,True,True,True,192,288,0,0,True
1097,True,True,True,True,True,True,True,188,191,0,0,True
1098,True,True,True,True,True,True,True,276,288,0,0,True
1099,True,True,True,True,True,True,True,282,306,0,0,True
1100,True,True,True,True,True,True,True,352,398,0,0,True
1101,True,True,True,True,True,True,True,144,162,0,0,True
1102,True,True,True,True,True,True,True,206,214,0,0,True
1103,True,True,True,True,True,True,True,132,200,0,0,True
1104,True,True,True,True,True,True,True,118,122,0,0,True
1105,True,True,True,True,True,True,True,186,186,0,0,True
1106,True,True,True,True,True,True,True,138,146,0,0,True
1107,True,True,True,True,True,True,True,154,158,0,0,True
1108,True,True,True,True,True,True,True,80,86,0,0,True
1109,True,True,True,True,True,True,True,122,125,0,0,True
1110,True,True,True,True,True,True,True,158,244,0,0,True
1111,True,True,True,True,True,True,True,122,238,0,0,True
1112,True,True,True,True,False,False,True,66,66,0,0,True
1113,True,True,True,True,True,True,True,88,94,0,0,True
1114,True,True,True,True,True,True,True,192,284,0,0,True
1115,True,True,True,True,True,True,True,176,189,0,0,True
1116,True,True,True,True,True,True,True,96,98,0,0,True
1117,True,True,True,True,True,True,True,200,204,0,0,True
1118,True,True,True,True,False,False,True,172,178,0,0,True
1119,True,True,True,True,True,True,True,202,223,0,0,True
1120,True,True,True,True,True,True,True,192,404,0,0,True
1121,True,True,True,True,True,True,True,234,358,0,0,True
1122,True,True,True,True,True,True,True,80,80,0,0,True
1123,True,True,True,True,True,True,True,242,365,0,0,True
1124,True,True,True,True,True,True,True,174,216,0,0,True
1125,True,True,True,True,True,True,True,130,141,0,0,True
1126,True,True,True,True,True,True,True,118,177,0,0,True
1127,True,True,True,True,True,True,True,212,283,0,0,True
1128,True,True,True,True,True,True,True,224,236,0,0,True
1129,True,True,True,True,True,True,True,126,247,0,0,True
1130,True,True,True,True,True,True,True,148,280,0,0,True
1131,True,True,True,True,True,True,True,308,312,0,0,True
1132,True,True,True,True,True,True,True,82,128,0,0,True
1133,True,True,True,True,True,True,True,278,287,0,0,True
1134,True,True,True,True,True,True,True,180,223,0,0,True
1135,True,True,True,True,True,True,True,170,180,0,0,True
1136,True,True,True,True,True,True,True,116,136,0,0,True
1137,True,True,True,True,True,True,True,188,222,0,0,True
1138,True,True,True,True,True,True,True,140,140,0,0,True
1139,True,True,True,True,True,True,True,178,186,0,0,True
1140,True,True,True,True,True,True,True,156,159,0,0,True
1141,True,True,True,True,True,True,True,82,98,0,0,True
1142,True,True,True,True,True,True,True,94,102,0,0,True
1143,True,True,True,True,True,True,True,206,274,0,0,True
1144,True,True,True,True,True,True,True,96,96,0,0,True
1145,True,True,True,True,True,True,True,178,178,0,0,True
1146,True,True,True,True,True,True,True,228,234,0,0,True
1147,True,True,True,True,True,True,True,86,95,0,0,True
1148,True,True,True,True,True,True,True,316,559,0,0,True
1149,True,True,True,True,True,True,True,134,150,0,0,True
1150,True,True,True,True,True,True,True,268,288,0,0,True
1151,True,True,True,True,True,True,True,104,104,0,0,True
1152,True,True,True,True,True,True,True,176,215,0,0,True
1153,True,True,True,True,True,True,True,108,116,0,0,True
1154,True,True,True,True,True,True,True,234,266,0,0,True
1155,True,True,True,True,True,True,True,188,218,0,0,True
1156,True,True,True,True,True,True,True,182,192,0,0,True
1157,True,True,True,True,True,True,True,116,117,0,0,True
1158,True,True,True,True,True,True,True,200,257,0,0,True
1159,True,True,True,True,True,True,True,188,213,0,0,True
1160,True,True,True,True,True,True,True,100,115,0,0,True
1161,True,True,True,True,True,True,True,86,96,0,0,True
1162,True,True,True,True,True,True,True,100,112,0,0,True
1163,True,True,True,True,True,True,True,150,180,0,0,True
1164,True,True,True,True,True,True,True,168,268,0,0,True
1165,True,True,True,True,True,True,True,130,150,0,0,True
1166,True,True,True,True,True,True,True,92,92,0,0,True
1167,True,True,True,True,True,False,True,94,102,0,0,True
1168,True,True,True,True,True,True,True,266,268,0,0,True
1169,True,True,True,True,True,True,True,198,202,0,0,True
1170,True,True,True,True,True,True,True,168,193,0,0,True
1171,True,True,True,True,True,True,True,182,190,0,0,True
1172,True,True,True,True,True,True,True,172,188,0,0,True
1173,True,True,True,True,True,True,True,128,134,0,0,True
1174,True,True,False,True,True,False,True,124,166,0,0,True
1175,True,True,True,True,True,True,True,112,120,0,0,True
1176,True,True,True,True,True,True,True,122,126,0,0,True
1177,True,True,True,True,True,True,True,180,180,0,0,True
1178,True,True,True,True,True,True,True,70,84,0,0,True
1179,True,True,True,True,True,True,True,256,288,0,0,True
1180,True,True,True,True,True,True,True,308,320,0,0,True
1181,True,True,True,True,True,True,True,114,118,0,0,True
1182,True,True,True,True,True,True,True,116,118,0,0,True
1183,True,True,True,True,True,True,True,122,179,0,0,True
1184,True,True,True,True,True,True,True,84,86,0,0,True
1185,True,True,True,True,True,True,True,126,130,0,0,True
1186,True,True,True,True,True,True,True,210,224,0,0,True
1187,True,True,True,True,True,True,True,116,130,0,0,True
1188,True,True,True,True,True,True,True,116,133,0,0,True
1189,True,True,True,True,True,True,True,166,166,0,0,True
1190,True,True,True,True,True,True,True,162,170,0,0,True
1191,True,True,True,True,True,True,True,60,68,0,0,True
1192,True,True,True,True,True,True,True,120,128,0,0,True
1193,True,True,True,True,True,True,True,154,154,0,0,True
1194,True,True,True,True,True,True,True,144,150,0,0,True
1195,True,True,True,True,True,False,True,256,260,0,0,True
1196,True,True,True,True,True,True,True,174,178,0,0,True
1197,True,True,True,True,True,True,True,104,110,0,0,True
1198,True,True,True,True,True,True,True,92,98,0,0,True
1199,True,True,True,True,True,True,True,110,113,0,0,True
1200,True,True,True,True,True,True,True,188,188,0,0,True
1201,True,True,True,True,True,True,True,170,174,0,0,True
1202,True,True,True,True,True,True,True,62,67,0,0,True
1203,True,True,True,True,True,True,True,112,164,0,0,True
1204,True,True,True,True,True,True,True,76,76,0,0,True
1205,True,True,True,True,True,True,True,68,75,0,0,True
1206,True,True,True,True,True,True,True,198,388,0,0,True
1207,True,True,True,True,True,True,True,80,86,0,0,True
1208,True,True,True,True,True,True,True,180,185,0,0,True
1209,True,True,True,True,True,False,True,92,96,0,0,True
1210,True,True,True,True,True,True,True,226,226,0,0,True
1211,True,True,True,True,True,True,True,242,363,0,0,True
1212,True,True,True,True,True,True,True,204,222,0,0,True
1213,True,True,True,True,True,True,True,266,266,0,0,True
1214,True,True,True,True,True,False,True,262,270,0,0,True
1215,True,True,True,True,True,True,True,178,265,0,0,True
1216,True,True,True,True,True,True,True,144,144,0,0,True
1217,True,True,True,True,True,True,True,124,124,0,0,True
1218,True,True,True,True,True,True,True,184,184,0,0,True
1219,True,True,True,True,True,False,True,110,136,0,0,True
1220,True,True,True,True,True,True,True,174,192,0,0,True
1221,True,True,True,True,True,True,True,216,229,0,0,True
1222,True,True,True,True,True,True,True,160,160,0,0,True
1223,True,True,True,True,True,True,True,120,132,0,0,True
1224,True,True,True,True,True,True,True,122,164,0,0,True
1225,True,True,True,True,True,True,True,198,206,0,0,True
1226,True,True,True,True,True,True,True,272,307,0,0,True
1227,False,False,False,False,False,False,False,156,1474,0,0,True
1228,False,False,False,False,False,False,False,124,560,0,0,True
1229,True,True,True,True,True,True,True,196,295,0,0,True
1230,True,True,True,True,True,True,True,284,410,0,0,True
1231,True,True,True,True,True,True,True,270,406,0,0,True
1232,True,True,True,True,True,True,True,268,909,0,0,True
1233,True,True,True,True,True,True,True,318,330,0,0,True
1234,True,True,True,True,True,True,True,220,234,0,0,True
1235,True,True,True,True,True,True,True,310,310,0,0,True
1236,True,True,True,True,True,True,True,196,206,0,0,True
1237,True,True,True,True,True,True,True,266,268,0,0,True
1238,True,True,True,True,True,True,True,268,277,0,0,True
1239,True,True,True,True,True,True,True,216,216,0,0,True
1240,True,True,True,True,True,True,True,352,352,0,0,True
1241,True,True,True,True,True,True,True,200,204,0,0,True
1242,True,True,True,True,True,True,True,72,72,0,0,True
1243,True,True,True,True,True,True,True,84,84,0,0,True
1244,True,True,True,True,True,True,True,114,114,0,0,True
1245,True,True,True,True,True,True,True,134,142,0,0,True
1246,True,True,True,True,True,True,True,136,138,0,0,True
1247,True,True,True,True,True,True,True,164,169,0,0,True
1248,True,True,True,True,True,True,True,76,80,0,0,True
1249,True,True,True,True,True,True,True,78,89,0,0,True
1250,True,True,True,True,True,True,True,88,103,0,0,True
1251,True,True,True,True,True,True,True,86,134,0,0,True
1252,True,True,True,True,True,True,True,174,176,0,0,True
1253,True,True,True,True,True,True,True,172,174,0,0,True
1254,True,True,True,True,True,True,True,172,172,0,0,True
1255,True,True,True,True,True,True,True,56,80,0,0,True
1256,True,True,True,True,True,True,True,224,240,0,0,True
1257,True,True,True,True,True,True,True,66,69,0,0,True
1258,True,True,True,True,True,True,True,162,251,0,0,True
1259,True,True,True,True,True,True,True,72,74,0,0,True
1260,True,True,True,True,True,True,True,138,210,0,0,True
1261,True,True,True,True,True,True,True,138,142,0,0,True
1262,True,True,True,True,True,True,True,308,320,0,0,True
1263,True,True,True,True,True,True,True,352,476,0,0,True
1264,True,True,True,True,True,True,True,424,1167,0,0,True
1265,True,True,True,True,True,True,True,86,165,0,0,True
1266,True,True,True,True,True,True,True,70,76,0,0,True
1267,True,True,True,True,True,True,True,134,139,0,0,True
1268,True,True,True,True,True,True,True,176,180,0,0,True
1269,True,True,True,True,True,True,True,144,146,0,0,True
1270,True,True,True,True,True,True,True,140,140,0,0,True
1271,True,True,True,True,True,True,True,126,126,0,0,True
1272,True,True,True,True,True,True,True,190,245,0,0,True
1273,True,True,True,True,True,True,True,146,170,0,0,True
1274,True,True,True,True,True,True,True,146,146,0,0,True
1275,True,True,True,True,True,True,True,170,176,0,0,True
1276,True,True,True,True,True,True,True,168,168,0,0,True
1277,True,True,True,True,True,True,True,258,258,0,0,True
1278,True,True,True,True,True,True,True,88,104,0,0,True
1279,True,True,True,True,True,True,True,86,92,0,0,True
1280,True,True,True,True,True,True,True,116,122,0,0,True
1281,True,True,True,True,True,True,True,122,197,0,0,True
1282,True,True,True,True,True,True,True,114,117,0,0,True
1283,True,True,True,True,True,True,True,96,108,0,0,True
1284,True,True,True,True,True,True,True,174,179,0,0,True
1285,False,False,False,False,False,False,False,104,156,0,0,True
1286,True,True,True,True,True,True,True,92,92,0,0,True
1287,True,True,True,True,True,True,True,158,160,0,0,True
1288,True,True,True,True,True,True,True,326,331,0,0,True
1289,True,True,True,True,True,True,True,138,164,0,0,True
1290,True,True,True,True,True,True,True,132,132,0,0,True
1291,True,True,True,True,True,True,True,142,142,0,0,True
1292,True,True,True,True,True,True,True,144,160,0,0,True
1293,True,True,True,True,True,True,True,152,160,0,0,True
1294,True,True,True,True,True,True,True,114,152,0,0,True
1295,True,True,True,True,True,True,True,116,130,0,0,True
1296,True,True,True,True,True,True,True,120,120,0,0,True
1297,True,True,True,True,True,True,True,120,120,0,0,True
1298,True,True,True,True,True,True,True,148,148,0,0,True
1299,True,True,True,True,True,True,True,170,170,0,0,True
1300,True,True,True,True,True,True,True,168,172,0,0,True
1301,True,True,True,True,True,True,True,92,103,0,0,True
1302,True,True,True,True,True,True,True,116,116,0,0,True
1303,True,True,True,True,True,True,True,130,140,0,0,True
1304,True,True,True,True,True,False,True,182,256,0,0,True
1305,True,True,True,True,True,True,True,142,162,0,0,True
1306,True,True,True,True,True,True,True,142,168,0,0,True
1307,True,True,True,True,True,True,True,216,237,0,0,True
1308,True,True,True,True,True,True,True,190,198,0,0,True
1309,True,True,True,True,True,True,True,98,168,0,0,True
1310,True,True,True,True,True,True,True,138,176,0,0,True
1311,True,True,True,True,True,True,True,146,162,0,0,True
1312,True,True,True,True,True,True,True,138,440,0,0,True
1313,True,True,True,False,True,False,True,222,224,0,0,True
1314,False,False,False,False,False,False,False,194,346,0,0,True
1315,True,True,True,True,True,True,True,154,156,0,0,True
1316,True,True,True,True,True,True,True,74,80,0,0,True
1317,True,True,True,True,True,True,True,126,246,0,0,True
1318,True,True,True,True,True,True,True,208,678,0,0,True
1319,True,True,True,True,True,True,True,134,197,0,0,True
1320,True,True,True,True,True,True,True,100,141,0,0,True
1321,True,True,True,True,True,True,True,62,132,0,0,True
1322,True,True,True,True,True,True,True,90,90,0,0,True
1323,True,True,True,True,True,True,True,186,231,0,0,True
1324,True,True,True,True,True,True,True,114,227,0,0,True
1325,True,True,True,True,True,True,True,224,244,0,0,True
1326,True,True,True,True,True,True,True,94,228,0,0,True
1327,True,True,True,True,True,True,True,234,504,0,0,True
1328,True,True,True,True,True,True,True,108,129,0,0,True
1329,True,True,True,True,True,True,True,72,72,0,0,True
1330,True,True,True,True,True,True,True,122,297,0,0,True
1331,True,True,True,True,True,True,True,130,172,0,0,True
1332,True,True,True,True,True,True,True,84,84,0,0,True
1333,True,True,True,True,True,True,True,182,182,0,0,True
1334,True,True,True,True,True,True,True,164,170,0,0,True
1335,True,True,True,True,True,True,True,98,132,0,0,True
1336,True,True,True,True,True,True,True,138,216,0,0,True
1337,True,True,True,True,True,True,True,114,118,0,0,True
1338,True,True,True,True,True,True,True,106,106,0,0,True
1339,True,True,True,True,True,True,True,160,249,0,0,True
1340,True,True,True,True,True,True,True,74,98,0,0,True
1341,True,True,True,True,True,True,True,58,82,0,0,True
1342,True,True,True,True,True,True,True,42,42,0,0,True
1343,True,True,True,True,True,True,True,98,138,0,0,True
1344,True,True,True,True,True,True,True,62,78,0,0,True
1345,True,True,True,True,True,True,True,52,72,0,0,True
1346,True,True,True,True,True,True,True,120,120,0,0,True
1347,True,True,True,True,True,True,True,82,89,0,0,True
1348,True,True,True,True,True,True,True,82,88,0,0,True
1349,True,True,True,True,True,True,True,188,192,0,0,True
1350,True,True,True,True,True,True,True,262,269,0,0,True
1351,False,False,False,False,False,False,False,336,444,0,0,True
1352,True,True,False,True,True,True,True,146,493,0,0,True
1353,True,True,True,True,True,False,True,184,188,0,0,True
1354,True,True,True,True,True,True,True,76,84,0,0,True
1355,True,True,True,True,True,True,True,50,50,0,0,True
1356,True,True,True,True,True,True,True,164,399,0,0,True
1357,True,True,True,True,True,True,True,46,85,0,0,True
1358,False,False,False,False,False,False,False,340,349,0,0,True
1359,True,True,True,True,True,True,True,254,262,0,0,True
1360,True,True,True,True,True,True,True,188,198,0,0,True
1361,True,True,True,True,True,True,True,390,406,0,0,True
1362,True,True,True,True,True,True,True,200,452,0,0,True
1363,True,True,True,True,True,True,True,160,175,0,0,True
1364,True,True,True,True,True,True,True,106,127,0,0,True
1365,False,False,False,False,False,False,False,262,598,0,0,True
1366,True,True,True,True,True,True,True,122,150,0,0,True
1367,True,True,True,True,True,True,True,150,182,0,0,True
1368,True,True,True,True,True,True,True,220,245,0,0,True
1369,True,True,False,True,True,True,True,214,279,0,0,True
1370,True,True,True,True,True,True,True,246,473,0,0,True
1371,True,True,True,True,True,True,True,160,249,0,0,True
1372,True,True,True,True,True,True,True,278,287,0,0,True
1373,True,True,True,True,True,True,True,56,56,0,0,True
1374,True,True,True,True,True,True,True,208,323,0,0,True
1375,True,True,True,True,True,True,True,148,148,0,0,True
1376,True,True,True,True,True,True,True,128,137,0,0,True
1377,False,False,False,False,False,False,False,172,404,0,0,True
1378,True,True,True,True,True,True,True,284,288,0,0,True
1379,True,True,True,True,True,True,True,238,374,0,0,True
1380,True,True,True,True,True,True,True,212,247,0,0,True
1381,True,True,True,True,True,True,True,226,230,0,0,True
1382,True,True,True,True,True,True,True,166,315,0,0,True
1383,True,True,True,True,True,True,True,192,246,0,0,True
1384,True,True,True,True,True,True,True,186,220,0,0,True
1385,True,True,True,True,True,True,True,224,266,0,0,True
1386,True,True,True,True,True,True,True,440,756,0,0,False
1387,True,True,True,True,True,True,True,302,565,0,0,True
1388,True,True,True,True,True,True,True,282,288,0,0,True
1389,True,True,True,True,True,True,True,250,273,0,0,True
1390,True,True,True,True,True,True,True,166,186,0,0,True
1391,True,True,True,True,True,True,True,186,200,0,0,True
1392,True,True,True,True,True,True,True,322,364,0,0,False
1393,True,True,True,True,True,True,True,250,268,0,0,True
1394,True,True,True,True,True,True,True,136,404,0,0,True
1395,True,True,True,True,True,True,True,264,278,0,0,True
1396,True,True,True,True,True,True,True,224,232,0,0,True
1397,True,True,True,True,True,True,True,230,232,0,0,True
1398,True,True,True,True,True,True,True,276,303,0,0,True
1399,True,True,True,True,True,True,True,174,183,0,0,True
1400,True,True,True,True,True,True,True,200,217,0,0,True
1401,True,True,True,True,True,True,True,154,172,0,0,True
1402,True,True,True,True,True,True,True,296,333,0,0,True
1403,True,True,True,True,True,True,True,190,198,0,0,True
1404,True,True,True,True,True,True,True,376,404,0,0,True
1405,True,True,True,True,True,True,True,522,559,0,0,True
1406,True,True,True,True,True,True,True,260,299,0,0,True
1407,True,True,True,True,True,True,True,254,272,0,0,True
1408,True,True,True,True,True,True,True,272,385,0,0,True
1409,True,True,True,True,True,True,True,368,773,0,0,True
1410,True,True,True,True,True,True,True,348,710,0,0,True
1411,True,True,True,True,True,True,True,204,440,0,0,True
1412,True,True,True,True,True,True,True,308,319,0,0,True
1413,True,True,True,True,True,True,True,368,423,0,0,True
1414,True,True,True,False,True,False,True,402,437,0,0,True
1415,True,True,True,True,True,True,True,192,298,0,0,True
1416,True,True,True,True,True,True,True,182,271,0,0,True
1417,True,True,True,True,True,True,True,134,214,0,0,True
1418,True,True,True,True,True,True,True,188,204,0,0,True
1419,True,True,True,True,True,True,True,382,384,0,0,True
1420,True,True,True,True,True,True,True,200,426,0,0,True
1421,True,True,True,True,True,True,True,166,166,0,0,True
1422,True,True,True,True,True,True,True,176,187,0,0,True
1423,True,True,True,True,True,True,True,178,182,0,0,True
1424,True,True,True,True,True,True,True,266,278,0,0,True
1425,True,True,True,True,True,False,True,250,347,0,0,True
1426,True,True,True,True,True,True,True,266,266,0,0,True
1427,True,True,True,True,True,True,True,88,88,0,0,True
1428,True,True,True,True,True,True,True,94,107,0,0,True
1429,True,True,True,True,True,True,True,360,677,0,0,True
1430,True,True,True,True,True,True,True,220,256,0,0,True
1431,True,True,True,True,True,True,True,144,170,0,0,True
1432,True,True,True,True,True,True,True,224,288,0,0,True
1433,True,True,True,True,True,True,True,246,305,0,0,True
1434,True,True,True,True,True,True,True,174,181,0,0,True
1435,True,True,True,True,True,True,True,152,162,0,0,True
1436,True,True,True,True,True,True,True,172,191,0,0,True
1437,True,True,True,True,True,True,True,210,213,0,0,True
1438,True,True,True,True,True,True,True,170,197,0,0,True
1439,True,True,True,True,True,True,True,182,186,0,0,True
1440,True,True,True,True,True,True,True,160,179,0,0,True
1441,True,True,True,True,True,True,True,226,390,0,0,True
1442,True,True,True,True,True,True,True,210,227,0,0,True
1443,True,True,True,True,True,False,True,258,892,0,0,True
1444,True,True,True,True,True,True,True,308,678,0,0,True
1445,True,True,True,True,True,True,True,312,328,0,0,True
1446,True,True,True,True,True,True,True,226,233,0,0,True
1447,True,True,True,True,True,True,True,232,284,0,0,True
1448,True,True,True,True,True,True,True,188,227,0,0,True
1449,True,True,True,True,True,True,True,124,126,0,0,True
1450,True,True,True,True,True,True,True,142,149,0,0,True
1451,True,True,True,True,True,True,True,254,495,0,0,True
1452,True,True,True,True,True,True,True,178,194,0,0,True
1453,True,True,True,True,True,True,True,314,692,0,0,True
1454,True,True,True,True,True,True,True,318,415,0,0,True
1455,True,True,True,True,True,True,True,246,291,0,0,True
1456,True,True,True,True,True,True,True,204,236,0,0,True
1457,True,True,True,True,True,True,True,106,108,0,0,True
1458,True,True,True,True,True,True,True,98,101,0,0,True
1459,True,True,True,True,True,True,True,180,190,0,0,True
1460,True,True,True,True,True,True,True,322,326,0,0,True
1461,True,True,True,True,True,True,True,188,208,0,0,True
1462,True,True,True,True,True,True,True,196,232,0,0,True
1463,True,True,True,True,True,True,True,212,321,0,0,True
1464,True,True,True,True,True,True,True,184,194,0,0,True
1465,True,True,True,True,True,True,True,258,286,0,0,True
1466,True,True,True,True,True,True,True,262,322,0,0,True
1467,True,True,True,True,True,True,True,392,428,0,0,True
1468,True,True,True,True,True,True,True,254,377,0,0,True
1469,True,True,True,True,True,True,True,206,252,0,0,True
1470,True,True,True,True,True,True,True,126,202,0,0,True
1471,True,True,True,True,True,False,True,92,148,0,0,True
1472,True,True,True,True,True,True,True,124,151,0,0,True
1473,True,True,True,True,True,True,True,242,430,0,0,True
1474,True,True,True,True,True,True,True,112,242,0,0,True
1475,False,False,False,False,False,False,False,140,422,0,0,True
1476,True,True,True,True,True,True,True,118,229,0,0,True
1477,True,True,True,True,True,False,True,166,257,0,0,True
1478,True,True,True,True,True,True,True,292,614,0,0,True
1479,True,True,True,True,True,True,True,112,145,0,0,True
1480,True,True,True,True,True,True,True,218,251,0,0,True
1481,True,True,True,True,True,True,True,124,128,0,0,True
1482,True,True,True,True,True,True,True,210,210,0,0,True
1483,True,True,True,True,True,True,True,302,329,0,0,False
1484,True,True,True,True,True,True,True,270,370,0,0,True
1485,True,True,True,True,True,True,True,180,243,0,0,True
1486,True,True,True,True,True,True,True,146,180,0,0,True
1487,True,True,True,True,True,True,True,178,203,0,0,True
1488,True,True,True,True,True,True,True,342,430,0,0,True
1489,True,True,True,True,True,True,True,188,242,0,0,True
1490,True,True,True,True,True,True,True,252,292,0,0,True
1491,True,True,True,True,True,False,True,240,464,0,0,True
1492,True,True,True,True,True,True,True,244,246,0,0,True
1493,True,True,True,True,True,True,True,334,344,0,0,True
1494,True,True,True,True,True,True,True,136,165,0,0,True
1495,True,True,True,True,True,True,True,244,350,0,0,True
1496,True,True,True,True,True,True,True,118,126,0,0,True
1497,True,True,True,True,True,True,True,128,138,0,0,True
1498,True,True,True,True,True,True,True,78,86,0,0,True
1499,True,True,True,True,True,True,True,112,235,0,0,True
1500,True,True,True,True,True,True,True,156,197,0,0,True
1501,True,True,True,True,True,True,True,172,199,0,0,True
1502,True,True,True,True,True,True,True,188,223,0,0,True
1503,False,False,False,False,False,False,False,304,613,0,0,False
1504,True,True,True,True,True,False,True,408,789,0,0,True
1505,True,True,True,True,True,True,True,128,138,0,0,True
1506,True,True,True,True,True,True,True,158,168,0,0,True
1507,True,True,True,True,True,True,True,92,112,0,0,True
1508,True,True,True,True,True,True,True,158,174,0,0,True
1509,True,True,True,True,True,True,True,412,433,0,0,True
1510,True,True,True,True,True,True,True,184,196,0,0,True
1511,True,True,True,True,True,True,True,200,210,0,0,True
1512,True,True,True,True,True,True,True,242,557,0,0,True
1513,True,True,True,True,True,True,True,218,500,0,0,True
1514,True,True,True,True,True,True,True,234,536,0,0,True
1515,True,True,True,True,True,True,True,150,283,0,0,True
1516,True,True,False,True,True,True,True,327,556,0,0,False
1517,True,True,True,True,True,True,True,236,743,0,0,True
1518,True,True,True,True,True,True,True,308,1239,0,0,True
1519,True,True,True,True,True,False,True,222,295,0,0,True
1520,True,True,True,True,True,True,True,268,320,0,0,True
1521,True,True,True,True,True,True,True,104,124,0,0,True
1522,True,True,True,True,True,True,True,266,345,0,0,True
1523,True,True,True,True,True,True,True,298,551,0,0,True
1524,True,True,True,True,True,True,True,146,175,0,0,True
1525,True,True,True,True,True,True,True,298,565,0,0,True
1526,True,True,True,True,True,True,True,216,610,0,0,True
1527,True,True,True,True,True,True,True,190,573,0,0,True
1528,True,True,True,True,True,True,True,248,726,0,0,True
1529,True,True,True,True,True,True,True,220,693,0,0,True
1530,True,True,True,True,True,True,True,284,862,0,0,True
1531,True,True,True,True,True,True,True,200,630,0,0,True
1532,True,True,True,True,True,True,True,174,497,0,0,True
1533,True,True,True,True,False,False,True,214,1136,0,0,True
1534,True,True,True,True,True,True,True,236,768,0,0,True
1535,True,True,True,True,True,True,True,334,792,0,0,True
1536,True,True,True,True,True,True,True,262,598,0,0,True
1537,True,True,True,True,True,True,True,196,536,0,0,True
1538,True,True,True,True,True,True,True,210,214,0,0,True
1539,True,True,True,True,True,True,True,174,366,0,0,True
1540,True,True,True,True,True,True,True,92,181,0,0,True
1541,True,True,True,True,True,True,True,136,136,0,0,True
1542,True,True,True,True,True,True,True,132,135,0,0,True
1543,True,True,True,True,True,True,True,136,136,0,0,True
1544,True,True,True,True,True,True,True,206,222,0,0,True
1545,True,True,True,True,True,True,True,368,653,0,0,True
1546,True,True,True,True,True,True,True,288,345,0,0,True
1547,True,True,True,True,True,True,True,400,544,0,0,True
1548,True,True,True,True,True,True,True,274,356,0,0,True
1549,True,True,True,True,True,True,True,112,447,0,0,True
1550,True,True,True,True,True,True,True,256,789,0,0,True
1551,True,True,True,True,True,True,True,218,636,0,0,True
1552,True,True,True,True,True,True,True,158,249,0,0,True
1553,False,False,False,False,False,False,False,198,624,0,0,True
1554,True,True,True,True,True,True,True,311,787,0,0,False
1555,True,True,True,True,True,True,True,128,212,0,0,True
1556,True,True,True,True,True,True,True,160,189,0,0,True
1557,True,True,True,True,True,True,True,166,184,0,0,True
1558,True,True,True,True,True,True,True,288,324,0,0,True
1559,True,True,True,True,True,True,True,396,478,0,0,True
1560,True,True,True,True,True,True,True,220,238,0,0,True
1561,True,True,True,True,True,True,True,396,424,0,0,False
1562,True,True,True,True,True,True,True,306,490,0,0,True
1563,True,True,True,True,True,True,True,282,334,0,0,True
1564,True,True,True,True,True,True,True,198,313,0,0,True
1565,True,True,True,True,True,True,True,266,279,0,0,True
1566,True,True,True,True,True,True,True,196,213,0,0,True
1567,True,True,True,True,True,True,True,329,415,0,0,False
1568,False,False,False,False,False,False,False,218,658,0,0,True
1569,True,True,True,True,True,True,True,168,386,0,0,True
1570,True,True,True,True,True,True,True,208,429,0,0,True
1571,True,False,True,True,True,False,True,150,232,0,0,True
1572,False,False,False,False,False,False,False,160,254,0,0,True
1573,False,False,False,False,False,False,False,162,170,0,0,True
1574,True,True,True,False,True,False,True,262,431,0,0,True
1575,True,True,True,True,True,True,True,250,425,0,0,True
1576,True,True,True,True,True,True,True,238,411,0,0,True
1577,False,False,False,False,False,False,False,258,508,0,0,True
