index,recovered,binary,weighted,r_to_p,p_to_r,uncut,cut_only,completed_calls,candidate_outputs,mapping_errors,invalid_predictions,fully_swept_valid
530,True,True,True,True,True,True,True,120,280,0,0,True
531,True,True,True,True,True,True,True,144,169,0,0,True
532,True,True,False,True,False,False,True,228,353,0,0,True
533,True,True,True,True,True,True,True,156,463,0,0,True
534,True,True,True,True,True,True,True,158,248,0,0,True
535,True,True,True,True,True,True,True,150,223,0,0,True
536,True,True,True,True,True,True,True,120,136,0,0,True
537,True,True,True,True,True,True,True,104,187,0,0,True
538,True,True,True,True,True,True,True,82,87,0,0,True
539,True,True,True,True,True,False,True,140,155,0,0,True
540,True,True,True,True,True,True,True,122,137,0,0,True
541,True,True,True,True,True,True,True,192,396,0,0,True
542,True,True,False,False,True,False,True,134,182,0,0,True
543,True,True,True,True,True,True,True,140,142,0,0,True
544,True,True,True,True,True,True,True,158,166,0,0,True
545,True,True,True,True,True,True,True,202,207,0,0,True
546,True,True,True,True,True,True,True,144,256,0,0,True
547,True,True,True,True,True,True,True,228,248,0,0,True
548,True,True,True,True,True,True,True,144,145,0,0,True
549,True,True,True,True,True,True,True,268,517,0,0,True
550,True,True,True,True,True,True,True,146,152,0,0,True
551,True,True,True,True,True,True,True,218,347,0,0,True
552,True,True,True,True,True,True,True,88,90,0,0,True
553,True,True,True,True,True,False,True,158,272,0,0,True
554,True,True,True,True,True,True,True,162,343,0,0,True
555,True,True,True,True,True,True,True,256,259,0,0,True
556,True,True,True,True,True,True,True,244,268,0,0,True
557,True,True,True,True,True,True,True,96,154,0,0,True
558,True,True,True,True,True,True,True,158,162,0,0,True
559,True,True,True,True,True,True,True,190,199,0,0,True
560,True,True,True,True,True,True,True,130,130,0,0,True
561,True,True,True,True,True,True,True,252,276,0,0,True
562,True,True,True,True,True,True,True,178,181,0,0,True
563,True,True,True,True,True,True,True,272,413,0,0,True
564,True,True,True,True,True,False,True,220,473,0,0,True
565,True,True,True,True,True,True,True,284,452,0,0,True
566,True,True,True,True,True,True,True,188,412,0,0,True
567,True,True,True,True,True,True,True,208,242,0,0,True
568,True,True,True,True,True,True,True,120,132,0,0,True
569,True,True,True,True,True,True,True,214,545,0,0,True
570,True,True,True,True,True,True,True,128,185,0,0,True
571,True,True,True,True,True,True,True,162,183,0,0,True
572,True,True,True,True,True,False,True,156,209,0,0,True
573,True,True,True,True,True,True,True,246,400,0,0,True
574,True,True,True,True,True,False,True,192,235,0,0,True
575,True,True,True,True,True,True,True,95,618,0,0,False
576,True,True,True,True,True,True,True,158,251,0,0,True
577,True,True,True,True,True,True,True,104,142,0,0,True
578,True,True,True,True,True,True,True,172,176,0,0,True
579,True,True,True,True,True,True,True,272,402,0,0,True
580,True,True,True,True,True,True,True,170,200,0,0,True
581,True,True,True,True,True,True,True,122,140,0,0,True
582,True,True,True,True,True,True,True,138,404,0,0,True
583,True,True,True,True,True,True,True,222,597,0,0,True
584,True,True,True,True,True,True,True,90,131,0,0,True
585,True,True,True,True,True,True,True,160,222,0,0,True
586,True,True,True,True,True,True,True,142,172,0,0,True
587,True,True,True,True,True,False,True,138,219,0,0,True
588,True,True,True,True,True,True,True,124,206,0,0,True
589,True,True,True,True,True,True,True,178,178,0,0,True
590,False,False,False,False,False,False,False,228,3219,0,0,True
591,True,True,True,True,True,True,True,76,86,0,0,True
592,True,True,True,True,True,True,True,118,168,0,0,True
593,True,True,True,True,True,True,True,86,100,0,0,True
594,True,True,True,True,True,True,True,154,206,0,0,True
595,True,True,True,True,True,True,True,102,212,0,0,True
596,True,True,True,True,True,True,True,234,303,0,0,True
597,True,True,True,True,True,True,True,138,152,0,0,True
598,True,True,True,False,True,False,True,148,184,0,0,True
599,True,True,True,True,False,False,True,102,109,0,0,True
600,True,True,True,True,True,True,True,158,158,0,0,True
601,True,True,True,True,True,True,True,162,280,0,0,True
602,True,True,True,True,True,True,True,112,128,0,0,True
603,True,True,True,True,True,True,True,264,268,0,0,True
604,True,True,True,True,True,True,True,150,434,0,0,True
605,True,True,True,True,True,True,True,64,121,0,0,True
606,True,True,True,True,True,True,True,64,75,0,0,True
607,True,True,True,True,True,True,True,248,1795,0,0,True
608,True,True,True,True,True,True,True,146,160,0,0,True
609,True,True,True,True,True,True,True,208,215,0,0,True
610,False,False,False,False,False,False,False,138,252,0,0,True
611,True,True,True,True,True,True,True,172,971,0,0,True
612,True,True,True,True,True,True,True,200,234,0,0,True
613,True,True,True,True,True,True,True,246,254,0,0,True
614,True,True,True,True,True,True,True,330,334,0,0,True
615,True,True,True,True,True,True,True,180,194,0,0,True
616,True,True,True,True,True,True,True,344,372,0,0,True
617,True,True,True,True,True,True,True,212,240,0,0,True
618,True,True,True,True,True,True,True,258,282,0,0,True
619,True,True,True,True,True,True,True,270,290,0,0,True
620,True,True,True,True,True,True,True,332,516,0,0,True
621,True,True,True,True,True,True,True,262,267,0,0,True
622,True,True,True,True,True,True,True,340,346,0,0,True
623,True,True,True,True,True,True,True,370,374,0,0,True
624,True,True,True,True,True,True,True,72,91,0,0,True
625,True,True,True,True,True,True,True,64,64,0,0,True
626,True,True,True,True,True,True,True,174,204,0,0,True
627,True,True,True,True,True,True,True,216,268,0,0,True
628,True,True,True,True,True,True,True,262,274,0,0,True
629,True,True,True,True,True,True,True,280,700,0,0,True
630,True,True,True,True,True,True,True,234,596,0,0,True
631,True,True,True,True,True,True,True,154,154,0,0,True
632,True,True,True,True,True,True,True,298,311,0,0,True
633,True,True,True,True,True,True,True,280,284,0,0,True
634,True,True,True,True,True,True,True,328,347,0,0,True
635,True,True,True,True,True,True,True,326,327,0,0,True
636,True,True,True,True,True,True,True,330,813,0,0,True
637,True,True,True,True,True,True,True,156,168,0,0,True
638,True,True,True,True,True,True,True,186,231,0,0,True
639,True,True,True,True,True,True,True,224,654,0,0,True
640,True,True,True,True,True,True,True,356,366,0,0,True
641,True,True,True,True,True,True,True,124,160,0,0,True
642,True,True,True,True,True,True,True,272,305,0,0,True
643,True,True,True,True,True,True,True,186,203,0,0,True
644,True,True,True,True,True,True,True,178,182,0,0,True
645,True,True,True,True,True,True,True,286,286,0,0,True
646,True,True,True,True,True,True,True,288,303,0,0,True
647,True,True,True,True,True,True,True,246,265,0,0,True
648,True,True,True,True,True,True,True,260,279,0,0,True
649,True,True,True,True,True,True,True,306,369,0,0,True
650,True,True,True,True,True,True,True,202,276,0,0,True
651,True,True,True,True,True,True,True,208,566,0,0,True
652,True,True,True,True,True,True,True,216,219,0,0,True
653,True,True,True,True,True,True,True,186,186,0,0,True
654,True,True,True,True,True,False,True,138,176,0,0,True
655,True,True,True,True,True,True,True,130,134,0,0,True
656,True,True,True,True,True,True,True,126,142,0,0,True
657,True,True,True,True,True,True,True,146,158,0,0,True
658,True,True,True,True,True,True,True,152,154,0,0,True
659,True,True,True,True,True,True,True,154,154,0,0,True
660,True,True,True,True,True,True,True,164,164,0,0,True
661,True,True,True,True,True,True,True,176,262,0,0,True
662,True,True,True,True,True,True,True,224,347,0,0,True
663,True,True,True,True,True,True,True,236,574,0,0,True
664,True,True,True,True,True,True,True,242,247,0,0,True
665,True,True,True,True,True,True,True,292,296,0,0,True
666,True,True,True,True,True,True,True,390,458,0,0,True
667,True,True,True,True,True,True,True,208,237,0,0,True
668,True,True,True,True,True,True,True,124,124,0,0,True
669,True,True,True,True,True,True,True,132,140,0,0,True
670,True,True,True,True,True,True,True,252,252,0,0,True
671,True,True,True,True,True,True,True,356,356,0,0,True
672,True,True,True,True,True,True,True,360,374,0,0,True
673,True,True,True,True,True,True,True,358,365,0,0,True
674,True,True,True,True,True,True,True,218,438,0,0,True
675,True,True,True,True,True,True,True,160,160,0,0,True
676,True,True,True,True,True,True,True,158,158,0,0,True
677,True,True,True,True,True,True,True,170,190,0,0,True
678,True,True,True,True,True,True,True,148,148,0,0,True
679,True,True,True,True,True,True,True,280,280,0,0,True
680,True,True,True,True,True,True,True,258,396,0,0,True
681,True,True,True,True,True,True,True,236,236,0,0,True
682,True,True,True,True,True,True,True,390,431,0,0,True
683,True,True,True,True,True,True,True,254,257,0,0,True
684,True,True,True,True,True,True,True,268,278,0,0,True
685,True,True,True,True,True,True,True,272,710,0,0,True
686,True,True,True,True,True,True,True,170,174,0,0,True
687,True,True,True,True,False,False,True,150,176,0,0,True
688,True,True,True,True,True,True,True,232,232,0,0,True
689,True,True,True,True,True,True,True,232,232,0,0,True
690,True,True,True,True,True,True,True,238,239,0,0,True
691,True,True,True,True,True,True,True,172,178,0,0,True
692,True,True,True,True,True,True,True,192,450,0,0,True
693,True,True,True,True,True,True,True,164,165,0,0,True
694,True,True,True,True,True,True,True,112,117,0,0,True
695,True,True,True,True,True,True,True,176,189,0,0,True
696,True,True,True,True,True,True,True,312,336,0,0,True
697,True,True,True,True,True,True,True,352,368,0,0,True
698,True,True,True,True,True,True,True,146,166,0,0,True
699,True,True,True,True,True,True,True,208,212,0,0,True
700,True,True,True,True,True,True,True,284,292,0,0,True
701,True,True,True,True,True,True,True,74,141,0,0,True
702,True,True,True,True,True,True,True,68,68,0,0,True
703,True,True,True,True,True,True,True,120,124,0,0,True
704,True,True,True,True,True,True,True,116,116,0,0,True
705,True,True,True,True,True,True,True,224,224,0,0,True
706,True,True,True,True,True,True,True,432,440,0,0,True
707,True,True,True,True,True,True,True,86,88,0,0,True
708,True,True,True,True,True,True,True,160,163,0,0,True
709,True,True,True,True,True,True,True,408,412,0,0,True
710,True,True,True,True,True,True,True,240,392,0,0,True
711,True,True,True,True,True,True,True,132,318,0,0,True
712,True,True,True,True,True,True,True,130,137,0,0,True
713,True,True,True,True,True,True,True,102,110,0,0,True
714,True,True,True,True,True,True,True,260,266,0,0,True
715,True,True,True,True,True,True,True,266,266,0,0,True
716,True,True,True,True,True,True,True,140,150,0,0,True
717,True,True,True,True,True,True,True,120,132,0,0,True
718,True,True,True,True,True,True,True,148,150,0,0,True
719,True,True,True,True,True,True,True,148,150,0,0,True
720,True,True,True,True,True,True,True,278,288,0,0,True
721,True,True,True,True,True,True,True,226,238,0,0,True
722,True,True,True,True,True,True,True,220,220,0,0,True
723,True,True,True,True,True,True,True,324,330,0,0,True
724,True,True,True,True,True,True,True,324,325,0,0,True
725,True,True,True,True,True,True,True,452,454,0,0,True
726,True,True,True,True,True,True,True,154,154,0,0,True
727,True,True,True,True,True,True,True,150,154,0,0,True
728,True,True,True,True,True,True,True,120,135,0,0,True
729,True,True,True,True,True,True,True,142,142,0,0,True
730,True,True,True,True,True,True,True,200,213,0,0,True
731,True,True,True,True,True,True,True,154,162,0,0,True
732,True,True,True,True,True,True,True,148,152,0,0,True
733,True,True,True,True,True,True,True,246,265,0,0,True
734,True,True,True,True,True,True,True,298,298,0,0,True
735,True,True,True,True,True,True,True,316,414,0,0,True
736,True,True,True,True,True,True,True,292,296,0,0,True
737,True,True,False,True,True,True,True,190,527,0,0,True
738,True,True,True,True,True,True,True,176,199,0,0,True
739,True,True,True,True,True,True,True,144,159,0,0,True
740,True,True,True,True,True,True,True,276,335,0,0,True
741,True,True,True,True,True,True,True,172,322,0,0,True
742,True,True,True,True,True,True,True,126,163,0,0,True
743,True,True,True,True,True,True,True,184,195,0,0,True
744,True,True,True,True,True,True,True,188,228,0,0,True
745,True,True,True,True,True,True,True,158,266,0,0,True
746,False,False,False,False,False,False,False,168,438,0,0,True
747,True,True,False,True,True,True,True,156,182,0,0,True
748,True,True,True,True,True,True,True,174,251,0,0,True
749,True,True,True,True,True,True,True,164,277,0,0,True
750,True,True,True,True,True,True,True,222,265,0,0,True
751,True,True,True,True,True,True,True,182,191,0,0,True
752,True,True,True,True,True,True,True,144,144,0,0,True
753,True,True,True,True,True,True,True,130,140,0,0,True
754,True,True,True,True,True,True,True,116,125,0,0,True
755,True,True,True,True,True,True,True,138,156,0,0,True
756,True,True,True,True,True,True,True,200,212,0,0,True
757,True,True,True,True,True,True,True,268,307,0,0,True
758,True,True,True,True,True,True,True,124,138,0,0,True
759,True,True,True,True,True,True,True,158,196,0,0,True
760,True,True,True,True,True,True,True,184,188,0,0,True
761,True,True,True,True,True,True,True,166,268,0,0,True
762,True,True,True,True,True,True,True,162,163,0,0,True
763,True,True,True,True,True,True,True,146,313,0,0,True
764,True,True,True,True,True,False,True,164,199,0,0,True
765,True,True,True,True,True,True,True,138,173,0,0,True
766,True,True,True,True,True,True,True,146,215,0,0,True
767,True,True,False,True,True,False,True,132,138,0,0,True
768,True,True,True,True,True,True,True,518,780,0,0,True
769,True,True,True,True,True,True,True,222,227,0,0,True
770,True,True,True,True,True,True,True,146,152,0,0,True
771,True,True,True,True,True,True,True,178,260,0,0,True
772,True,True,True,True,True,True,True,212,389,0,0,True
773,True,True,True,True,True,True,True,196,340,0,0,True
774,True,True,True,True,True,True,True,180,180,0,0,True
775,True,True,True,True,True,True,True,194,452,0,0,True
776,True,True,True,True,True,True,True,110,133,0,0,True
777,True,True,True,True,True,True,True,222,268,0,0,True
778,True,True,True,True,True,True,True,172,178,0,0,True
779,True,True,True,True,True,False,True,170,213,0,0,True
780,True,True,True,True,True,True,True,212,539,0,0,True
781,True,True,True,True,True,True,True,114,138,0,0,True
782,True,True,True,True,True,True,True,280,302,0,0,True
783,True,True,True,True,True,True,True,260,419,0,0,True
784,True,True,True,True,True,True,True,232,252,0,0,True
785,True,True,True,True,True,True,True,164,222,0,0,True
786,True,True,True,True,True,True,True,124,160,0,0,True
787,True,True,True,True,True,True,True,112,114,0,0,True
788,True,True,True,True,True,True,True,154,182,0,0,True
789,True,True,True,True,True,True,True,252,480,0,0,True
790,True,True,True,True,True,True,True,204,277,0,0,True
791,True,True,True,True,True,True,True,202,225,0,0,True
792,True,True,True,True,True,True,True,176,176,0,0,True
793,True,True,True,True,True,True,True,208,236,0,0,True
794,True,True,True,True,True,True,True,194,253,0,0,True
795,True,True,True,True,True,True,True,112,157,0,0,True
796,True,True,True,True,True,True,True,138,181,0,0,True
797,True,True,True,True,True,True,True,144,154,0,0,True
798,True,True,True,True,True,True,True,120,170,0,0,True
799,True,True,True,True,True,True,True,140,211,0,0,True
800,True,True,True,True,True,True,True,228,241,0,0,True
801,True,True,True,True,True,True,True,140,229,0,0,True
802,True,True,True,True,True,True,True,184,202,0,0,True
803,True,True,True,True,True,True,True,176,226,0,0,True
804,True,True,True,True,True,True,True,168,198,0,0,True
805,True,True,True,True,True,True,True,150,176,0,0,True
806,False,False,False,False,False,False,False,178,384,0,0,True
807,True,True,True,True,True,True,True,150,250,0,0,True
808,True,True,True,True,True,False,True,182,1354,0,0,True
809,True,True,True,True,True,True,True,300,344,0,0,True
810,True,True,True,True,True,True,True,164,177,0,0,True
811,True,True,True,True,True,True,True,152,285,0,0,True
812,True,True,True,True,True,False,True,110,215,0,0,True
813,True,True,True,True,True,True,True,154,197,0,0,True
814,True,True,True,True,True,True,True,196,259,0,0,True
815,True,True,True,True,True,True,True,216,424,0,0,True
816,True,True,True,True,True,True,True,312,1764,0,0,True
817,True,True,True,True,True,True,True,260,272,0,0,True
818,True,True,True,True,True,True,True,312,557,0,0,True
819,True,True,True,True,True,True,True,244,248,0,0,True
820,True,True,True,True,True,True,True,258,356,0,0,True
821,True,True,True,True,True,True,True,174,174,0,0,True
822,True,True,True,True,True,True,True,252,330,0,0,True
823,True,True,True,True,True,False,True,228,294,0,0,True
824,True,True,True,True,True,True,True,346,651,0,0,True
825,True,True,True,True,True,True,True,350,411,0,0,True
826,True,True,True,True,True,True,True,180,225,0,0,True
827,True,True,True,True,True,True,True,262,403,0,0,True
828,True,True,True,True,True,False,True,208,367,0,0,True
829,True,True,True,True,True,True,True,284,611,0,0,True
830,True,True,True,True,True,False,True,238,570,0,0,False
831,True,True,True,True,True,True,True,196,425,0,0,True
832,True,True,True,True,True,True,True,118,236,0,0,True
833,True,True,True,True,True,True,True,344,366,0,0,True
834,True,True,True,True,True,True,True,258,441,0,0,True
835,True,True,True,True,True,True,True,220,514,0,0,True
836,True,True,True,True,True,False,True,340,620,2,0,False
837,True,True,True,True,True,True,True,282,282,0,0,True
838,True,True,True,True,True,True,True,180,193,0,0,True
839,True,True,True,True,True,True,True,200,251,0,0,True
840,False,False,False,False,False,False,False,232,746,0,0,True
841,True,True,False,True,False,False,True,264,420,0,0,True
842,True,True,True,True,True,False,True,270,394,0,0,True
843,True,True,True,True,True,True,True,156,219,0,0,True
844,True,True,True,True,True,True,True,376,551,0,0,True
845,True,True,True,True,True,True,True,160,246,0,0,True
846,True,True,True,True,True,True,True,316,323,0,0,True
847,True,True,True,True,True,True,True,204,422,0,0,True
848,True,True,True,True,True,False,True,222,247,0,0,True
849,True,True,True,True,True,True,True,212,216,0,0,True
850,True,True,False,True,True,True,True,300,1184,0,0,True
851,True,True,True,True,True,False,True,294,620,0,0,True
852,True,True,False,True,True,False,True,358,995,0,0,True
853,False,False,False,False,False,False,False,156,365,0,0,True
854,True,True,True,True,True,True,True,230,304,0,0,True
855,True,True,True,True,True,True,True,168,281,0,0,True
856,False,False,False,False,False,False,False,292,506,0,0,True
857,True,True,True,True,True,True,True,304,749,0,0,True
858,True,True,True,True,True,True,True,258,270,0,0,True
859,True,True,True,True,True,False,True,250,307,0,0,True
860,True,True,True,True,True,True,True,156,182,0,0,True
861,True,True,True,True,True,True,True,178,205,0,0,True
862,True,True,True,True,True,True,True,502,620,0,0,True
863,True,True,True,True,True,True,True,288,709,0,0,True
864,True,True,True,True,True,True,True,164,172,0,0,True
865,True,True,True,True,True,True,True,270,365,0,0,True
866,True,True,True,True,True,False,True,362,381,0,0,True
867,False,False,False,False,False,False,False,168,221,0,0,True
868,True,True,True,True,True,True,True,260,544,0,0,True
869,True,True,False,True,True,False,True,246,269,0,0,True
870,True,True,True,True,True,True,True,330,684,0,0,True
871,True,True,True,True,True,True,True,194,550,0,0,True
872,True,True,True,True,True,True,True,150,173,0,0,True
873,True,True,True,True,True,True,True,328,400,0,0,True
874,True,True,True,True,True,True,True,196,203,0,0,True
875,True,True,True,True,True,True,True,186,457,0,0,True
876,True,True,True,True,True,False,True,330,391,0,0,True
877,True,True,True,True,True,True,True,202,245,0,0,True
878,True,True,True,True,True,True,True,140,444,0,0,True
879,True,True,True,True,True,True,True,166,186,0,0,True
880,True,True,True,True,True,True,True,190,192,0,0,True
881,True,True,True,True,True,True,True,190,248,0,0,True
882,True,True,True,True,True,True,True,262,520,0,0,True
883,True,True,True,True,True,True,True,190,203,0,0,True
884,True,True,True,True,True,True,True,236,243,0,0,True
885,True,True,True,True,True,True,True,200,224,0,0,True
886,True,True,False,True,False,False,True,218,270,0,0,True
887,True,True,True,True,True,True,True,226,687,0,0,True
888,True,True,True,True,True,True,True,196,222,0,0,True
889,True,True,True,True,True,True,True,182,515,0,0,True
890,True,True,True,True,True,True,True,292,323,0,0,True
891,True,True,True,True,True,True,True,160,267,0,0,True
892,True,True,True,True,True,True,True,162,162,0,0,True
893,True,True,True,True,True,True,True,168,273,0,0,True
894,True,True,True,True,True,True,True,158,258,0,0,True
895,True,True,True,True,True,True,True,164,216,0,0,True
896,True,True,True,True,True,True,True,124,144,0,0,True
897,True,True,True,True,True,True,True,84,84,0,0,True
898,True,True,True,True,True,True,True,140,161,0,0,True
899,True,True,True,True,True,True,True,212,216,0,0,True
900,True,True,True,True,True,True,True,94,98,0,0,True
901,True,True,True,True,True,True,True,138,166,0,0,True
902,True,True,True,True,True,True,True,212,273,0,0,True
903,True,True,True,True,True,True,True,210,218,0,0,True
904,True,True,True,True,True,True,True,200,210,0,0,True
905,True,True,True,True,True,True,True,240,452,0,0,True
906,True,True,True,True,True,True,True,80,80,0,0,True
907,True,True,True,True,True,False,True,124,141,0,0,True
908,True,True,True,True,True,True,True,172,274,0,0,True
909,True,True,True,True,True,True,True,236,242,0,0,True
910,True,True,True,True,True,True,True,142,179,0,0,True
911,True,True,True,True,True,True,True,68,90,0,0,True
912,True,True,False,True,False,False,True,172,291,0,0,True
913,True,True,True,True,True,True,True,168,196,0,0,True
914,True,True,True,False,True,False,True,194,196,0,0,True
915,True,True,True,True,True,True,True,128,493,0,0,True
916,True,True,True,True,True,True,True,134,134,0,0,True
917,True,True,True,True,True,True,True,192,270,0,0,True
918,True,True,True,True,True,True,True,160,465,0,0,True
919,True,True,True,True,True,True,True,86,88,0,0,True
920,True,True,True,True,True,True,True,140,201,0,0,True
921,True,True,True,True,True,True,True,268,271,0,0,True
922,True,True,True,True,True,True,True,354,358,0,0,True
923,True,True,True,True,True,True,True,84,87,0,0,True
924,True,True,True,True,True,True,True,236,335,0,0,True
925,True,True,True,True,True,True,True,120,130,0,0,True
926,True,True,True,True,True,True,True,206,216,0,0,True
927,True,True,True,True,True,True,True,110,127,0,0,True
928,True,True,True,True,True,True,True,100,105,0,0,True
929,True,True,False,True,True,False,True,296,338,0,0,True
930,True,True,True,True,True,True,True,100,130,0,0,True
931,True,True,True,True,True,True,True,220,582,0,0,True
932,True,True,True,True,True,True,True,158,343,0,0,True
933,True,True,True,True,True,True,True,186,200,0,0,True
934,True,True,True,True,True,True,True,292,382,0,0,True
935,True,True,True,True,True,True,True,198,584,0,0,True
936,True,True,True,True,True,True,True,216,220,0,0,True
937,True,True,True,True,True,True,True,64,64,0,0,True
938,True,True,True,True,True,True,True,148,153,0,0,True
939,True,True,True,True,True,True,True,88,94,0,0,True
940,True,True,True,True,True,True,True,64,84,0,0,True
941,True,True,True,True,True,True,True,60,76,0,0,True
942,True,True,True,True,True,True,True,126,187,0,0,True
943,True,True,True,True,True,True,True,156,161,0,0,True
944,True,True,True,True,True,True,True,156,159,0,0,True
945,True,True,True,True,True,True,True,72,124,0,0,True
946,True,True,True,True,True,True,True,116,373,0,0,True
947,True,True,True,True,True,True,True,112,186,0,0,True
948,True,True,True,True,True,True,True,68,68,0,0,True
949,True,True,True,True,True,True,True,76,88,0,0,True
950,True,True,True,True,True,True,True,106,118,0,0,True
951,True,True,True,True,True,True,True,134,139,0,0,True
952,True,True,True,True,True,True,True,238,242,0,0,True
953,True,True,True,True,True,True,True,104,112,0,0,True
954,True,True,True,True,True,True,True,136,138,0,0,True
955,True,True,True,True,True,True,True,106,130,0,0,True
956,True,True,True,True,True,True,True,180,559,0,0,True
957,True,True,True,True,True,True,True,60,68,0,0,True
958,True,True,True,True,True,True,True,56,56,0,0,True
959,True,True,True,True,True,True,True,76,86,0,0,True
960,True,True,True,True,True,True,True,112,118,0,0,True
961,True,True,True,True,True,True,True,128,185,0,0,True
962,True,True,True,True,True,True,True,100,188,0,0,True
963,True,True,True,True,True,True,True,144,214,0,0,True
964,True,True,True,True,True,True,True,152,165,0,0,True
965,True,True,True,True,True,True,True,108,111,0,0,True
966,True,True,True,True,True,True,True,112,112,0,0,True
967,True,True,True,True,True,True,True,136,136,0,0,True
968,True,True,True,True,True,True,True,300,300,0,0,True
969,True,True,True,True,True,True,True,100,100,0,0,True
970,True,True,True,True,True,True,True,182,224,0,0,True
971,True,True,True,True,True,True,True,150,150,0,0,True
972,True,True,True,True,True,True,True,80,90,0,0,True
973,True,True,True,True,True,True,True,88,102,0,0,True
974,True,True,True,True,True,True,True,138,138,0,0,True
975,True,True,True,True,True,True,True,140,150,0,0,True
976,True,True,True,True,True,True,True,112,122,0,0,True
977,True,True,True,True,True,True,True,72,88,0,0,True
978,True,True,True,True,True,False,True,90,122,0,0,True
979,True,True,True,True,True,True,True,36,36,0,0,True
980,True,True,True,True,True,True,True,66,66,0,0,True
981,True,True,True,True,True,True,True,62,65,0,0,True
982,True,True,True,True,True,True,True,46,58,0,0,True
983,True,True,True,True,True,True,True,84,112,0,0,True
984,True,True,True,True,True,True,True,60,96,0,0,True
985,True,True,True,True,True,True,True,74,86,0,0,True
986,False,False,False,False,False,False,False,112,112,0,0,True
987,True,True,True,True,True,True,True,124,131,0,0,True
988,True,True,True,True,True,True,True,74,82,0,0,True
989,True,True,True,True,True,True,True,60,102,0,0,True
990,True,True,True,True,True,True,True,98,116,0,0,True
991,True,True,True,True,True,True,True,138,138,0,0,True
992,True,True,True,True,True,True,True,206,400,0,0,True
993,True,True,True,True,True,True,True,188,188,0,0,True
994,True,True,True,True,True,True,True,186,186,0,0,True
995,True,True,True,True,True,True,True,170,212,0,0,True
996,True,True,True,True,True,True,True,196,212,0,0,True
997,True,True,True,True,True,True,True,228,248,0,0,True
998,True,True,True,True,True,True,True,96,114,0,0,True
999,True,True,True,True,True,True,True,76,117,0,0,True
1000,True,True,True,True,True,True,True,98,110,0,0,True
1001,True,True,True,True,True,True,True,32,32,0,0,True
1002,True,True,True,True,True,True,True,72,88,0,0,True
1003,True,True,True,True,True,True,True,114,322,0,0,True
1004,True,True,True,True,True,True,True,80,80,0,0,True
1005,True,True,True,True,True,True,True,74,84,0,0,True
1006,True,True,True,True,True,True,True,72,80,0,0,True
1007,True,True,True,True,True,True,True,100,100,0,0,True
1008,True,True,True,True,True,True,True,140,143,0,0,True
1009,True,True,True,True,True,True,True,98,103,0,0,True
1010,True,True,True,True,True,True,True,68,70,0,0,True
1011,True,True,True,True,True,True,True,78,88,0,0,True
1012,True,True,True,True,True,True,True,72,140,0,0,True
1013,True,True,True,True,True,True,True,116,125,0,0,True
1014,True,True,True,True,True,True,True,144,144,0,0,True
1015,True,True,True,True,True,True,True,110,129,0,0,True
1016,True,True,True,True,True,True,True,90,103,0,0,True
1017,True,True,True,True,True,True,True,108,116,0,0,True
1018,True,True,True,True,True,True,True,144,213,0,0,True
1019,True,True,True,True,True,True,True,146,149,0,0,True
1020,True,True,True,True,True,True,True,72,76,0,0,True
1021,True,True,False,True,True,False,True,150,275,0,0,True
1022,True,True,True,True,True,True,True,112,133,0,0,True
1023,True,True,True,True,True,True,True,132,235,0,0,True
1024,True,True,True,True,True,False,True,196,530,0,0,True
1025,True,True,True,True,True,True,True,284,310,0,0,True
1026,True,True,True,True,True,True,True,196,242,0,0,True
1027,True,True,True,True,True,True,True,176,268,0,0,True
1028,False,False,False,False,False,False,False,210,848,0,0,True
1029,True,True,True,True,True,True,True,186,292,0,0,True
1030,True,True,True,True,True,True,True,190,665,0,0,True
1031,True,True,True,True,True,True,True,290,835,0,0,True
1032,False,False,False,False,False,False,False,164,172,0,0,True
1033,False,False,False,False,False,False,False,380,752,0,0,True
1034,False,False,False,False,False,False,False,174,340,0,0,True
1035,True,True,True,True,True,True,True,226,676,0,0,True
1036,True,True,True,True,True,True,True,300,753,0,0,True
1037,True,True,True,True,True,True,True,118,136,0,0,True
1038,True,True,True,True,True,True,True,150,180,0,0,True
1039,True,True,True,True,True,True,True,298,322,0,0,True
1040,True,True,True,True,True,True,True,162,166,0,0,True
1041,True,True,True,True,True,True,True,210,239,0,0,True
1042,True,True,True,True,True,True,True,286,361,0,0,True
1043,True,True,True,True,True,True,True,102,116,0,0,True
1044,True,True,True,True,True,True,True,340,352,0,0,True
1045,True,True,True,True,True,True,True,208,419,0,0,True
1046,True,True,True,True,True,True,True,194,194,0,0,True
1047,True,True,True,True,True,True,True,114,114,0,0,True
1048,True,True,True,True,True,True,True,178,178,0,0,True
1049,True,True,True,True,True,True,True,266,266,0,0,True
1050,True,True,True,True,True,True,True,278,288,0,0,True
1051,True,True,True,True,True,True,True,214,219,0,0,True
1052,True,True,True,True,True,True,True,254,256,0,0,True
1053,True,True,True,True,True,True,True,166,168,0,0,True
1054,True,True,True,True,True,True,True,70,74,0,0,True
1055,True,True,True,True,True,True,True,226,236,0,0,True
1056,True,True,True,True,True,True,True,418,426,0,0,True
1057,True,True,True,True,True,True,True,86,102,0,0,True
1058,True,True,True,True,True,True,True,218,238,0,0,True
1059,True,True,True,True,True,True,True,166,170,0,0,True
1060,True,True,True,True,True,True,True,206,315,0,0,True
1061,True,True,True,True,True,True,True,214,222,0,0,True
1062,True,True,True,True,True,True,True,250,252,0,0,True
