index,default_direction,single_recovery,single_ranking_complete,single_search_complete,single_top5_family,single_compute_cpu_seconds,single_directional_elapsed_sum_seconds,single_class_count,single_top1,single_top3,single_top5,single_top10,single_event_window_0_recovered,single_event_window_0_candidates,single_event_window_1_recovered,single_event_window_1_candidates,single_event_window_2_recovered,single_event_window_2_candidates,single_event_window_3_recovered,single_event_window_3_candidates,single_event_window_5_recovered,single_event_window_5_candidates,bidirectional_recovery,bidirectional_ranking_complete,bidirectional_search_complete,bidirectional_top5_family,bidirectional_compute_cpu_seconds,bidirectional_directional_elapsed_sum_seconds,bidirectional_class_count,bidirectional_top1,bidirectional_top3,bidirectional_top5,bidirectional_top10,bidirectional_event_window_0_recovered,bidirectional_event_window_0_candidates,bidirectional_event_window_1_recovered,bidirectional_event_window_1_candidates,bidirectional_event_window_2_recovered,bidirectional_event_window_2_candidates,bidirectional_event_window_3_recovered,bidirectional_event_window_3_candidates,bidirectional_event_window_5_recovered,bidirectional_event_window_5_candidates
502,R_to_P,recovered,True,True,recovered,3.474911417,0.8293985798954964,73,True,True,True,True,True,1,True,1,True,4,True,4,True,10,recovered,True,True,recovered,7.516409095,1.6383666335605085,89,True,True,True,True,True,1,True,1,True,4,True,4,True,12
503,R_to_P,recovered,True,True,recovered,11.230759296,3.2869463253300637,25,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,18.495929720000003,5.1248971407767385,42,True,True,True,True,True,1,True,1,True,2,True,2,True,3
504,R_to_P,recovered,True,True,recovered,22.447472162999997,6.9951547554228455,36,True,True,True,True,True,1,True,1,True,2,True,2,True,2,recovered,True,True,recovered,32.644731693,9.381745824590325,56,True,True,True,True,True,1,True,1,True,2,True,2,True,5
505,R_to_P,recovered,True,True,recovered,7.665085659999999,2.309598243329674,24,True,True,True,True,True,1,True,1,True,2,True,2,True,3,recovered,True,True,recovered,26.723593613999995,8.687201313208789,113,True,True,True,True,True,1,True,1,True,2,True,2,True,3
506,R_to_P,recovered,True,True,recovered,11.427314324000001,2.0428502010181546,63,True,True,True,True,True,1,True,1,True,1,True,2,True,11,recovered,True,True,recovered,39.40221534900001,7.9944064249284565,218,True,True,True,True,True,1,True,1,True,1,True,2,True,16
507,R_to_P,recovered,True,True,recovered,17.618049943999996,2.6453103395178914,12,True,True,True,True,True,1,True,1,True,1,True,1,True,6,recovered,True,True,recovered,47.209742065,7.69800354167819,66,True,True,True,True,True,1,True,1,True,1,True,1,True,10
508,R_to_P,recovered,True,True,recovered,2.839213127,0.5108842141926289,2,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,7.657432715999999,1.6786828581243753,44,True,True,True,True,True,1,True,1,True,1,True,1,True,5
509,R_to_P,recovered,True,True,recovered,7.906270675000002,2.1829588981345296,22,True,True,True,True,True,1,True,1,True,3,True,3,True,4,recovered,True,True,recovered,25.605488382000004,7.93419923633337,141,True,True,True,True,True,1,True,1,True,3,True,3,True,5
510,P_to_R,recovered,True,True,recovered,3.606189706000001,0.7991923515219241,10,True,True,True,True,True,1,True,2,True,3,True,3,True,8,recovered,True,True,recovered,12.159518005,3.019778474466875,137,True,True,True,True,True,1,True,2,True,3,True,3,True,10
511,P_to_R,recovered,True,True,recovered,16.431038618000002,4.282511931611225,139,False,True,True,True,True,3,True,6,True,13,True,22,True,73,recovered,True,True,recovered,44.858293498,9.83254870516248,376,False,True,True,True,True,4,True,7,True,23,True,42,True,146
512,R_to_P,recovered,True,True,recovered,2.2887658800000006,0.5093286079354584,16,True,True,True,True,True,1,True,1,True,3,True,3,True,4,recovered,True,True,recovered,6.740505963999999,1.6522273202426732,85,True,True,True,True,True,1,True,1,True,3,True,3,True,5
513,R_to_P,recovered,True,True,recovered,10.323836901999996,2.130211723037064,10,True,True,True,True,True,1,True,1,True,1,True,2,True,4,recovered,True,True,recovered,18.243163678,3.526722641661763,15,True,True,True,True,True,1,True,1,True,1,True,2,True,7
514,P_to_R,recovered,True,True,recovered,12.599603950999997,4.044807073660195,53,True,True,True,True,True,1,True,1,True,5,True,5,True,12,recovered,True,True,recovered,53.593004398999994,13.813568035140634,268,True,True,True,True,True,1,True,1,True,5,True,5,True,13
515,P_to_R,recovered,True,True,recovered,13.491473974000003,3.783325705677271,21,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,31.981966947000007,7.293661181814969,39,True,True,True,True,True,1,True,1,True,1,True,1,True,2
516,R_to_P,recovered,True,True,recovered,24.181179890000003,3.7660112753510475,32,True,True,True,True,True,1,True,1,True,1,True,1,True,6,recovered,True,True,recovered,64.50732107399999,13.971380576491356,51,True,True,True,True,True,1,True,1,True,1,True,1,True,6
517,P_to_R,recovered,True,True,recovered,9.635527101000001,2.5945398677140474,23,True,True,True,True,True,1,True,1,True,4,True,4,True,8,recovered,True,True,recovered,17.616723827,4.365348657593131,92,True,True,True,True,True,1,True,1,True,4,True,4,True,10
518,R_to_P,recovered,True,True,recovered,9.59653264,2.6684699300676584,11,True,True,True,True,True,1,True,1,True,2,True,2,True,5,recovered,True,True,recovered,43.575762493000006,11.599560597911477,85,True,True,True,True,True,1,True,1,True,2,True,2,True,7
519,R_to_P,recovered,True,True,recovered,3.8546935130000004,0.730059546418488,3,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,12.570174467000003,2.8717291206121445,29,True,True,True,True,True,1,True,1,True,1,True,1,True,2
520,R_to_P,recovered,True,True,recovered,9.222127583,2.434828973375261,77,True,True,True,True,True,1,True,1,True,2,True,3,True,4,recovered,True,True,recovered,14.482496000000001,3.603880816139281,102,True,True,True,True,True,1,True,1,True,2,True,3,True,6
521,P_to_R,recovered,True,True,recovered,224.119423972,59.694406068883836,142,True,True,True,True,True,1,True,1,True,6,True,7,True,16,recovered,True,True,recovered,446.26818519100004,106.20368338376284,305,True,True,True,True,True,1,True,1,True,6,True,7,True,25
522,R_to_P,recovered,True,True,recovered,3.912352390999999,0.7892013345845044,44,True,True,True,True,True,1,True,1,True,2,True,2,True,5,recovered,True,True,recovered,13.151525239,3.2123686778359115,62,True,True,True,True,True,1,True,1,True,2,True,2,True,5
523,R_to_P,recovered,True,True,recovered,24.906291640000006,7.186204081401229,180,True,True,True,True,True,1,True,1,True,2,True,3,True,14,recovered,True,True,recovered,48.411484964,13.410794437397271,502,True,True,True,True,True,1,True,1,True,2,True,3,True,20
524,P_to_R,recovered,True,True,recovered,27.615013023999996,8.608764473814517,59,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,40.836495768999995,11.660716681741178,103,True,True,True,True,True,1,True,1,True,1,True,1,True,5
525,R_to_P,recovered,True,True,recovered,2.560947845,0.48430475033819675,1,True,True,True,True,True,1,True,1,True,1,True,1,True,1,recovered,True,True,recovered,15.346373314000003,3.7564883097074926,14,True,True,True,True,True,1,True,1,True,1,True,1,True,1
526,R_to_P,recovered,True,True,recovered,2.7985966889999996,0.664843218633905,13,True,True,True,True,True,1,True,1,True,2,True,4,True,9,recovered,True,True,recovered,4.879619469999999,1.0457796626724303,13,True,True,True,True,True,1,True,1,True,2,True,4,True,9
527,R_to_P,recovered,True,True,recovered,5.653290361,1.0931003207806498,11,True,True,True,True,True,1,True,1,True,6,True,6,True,11,recovered,True,True,recovered,66.10535591100002,14.307264683302492,149,True,True,True,True,True,1,True,1,True,6,True,6,True,14
528,R_to_P,recovered,True,True,recovered,42.972612725,19.792222136165947,46,True,True,True,True,True,1,True,1,True,2,True,2,True,5,recovered,True,True,recovered,245.516322735,83.07222511805594,170,True,True,True,True,True,1,True,1,True,2,True,2,True,12
529,R_to_P,recovered,True,True,recovered,38.221514528,7.739111421164125,38,True,True,True,True,True,1,True,1,True,1,True,1,True,3,recovered,True,True,recovered,59.823951416999996,12.316826185910031,80,True,True,True,True,True,1,True,1,True,1,True,1,True,7
530,R_to_P,recovered,True,True,recovered,13.687788334,4.2726455382071435,79,True,True,True,True,True,2,True,4,True,8,True,14,True,20,recovered,True,True,recovered,22.536772921,6.8016653950326145,138,True,True,True,True,True,2,True,4,True,8,True,14,True,20
531,R_to_P,recovered,True,True,recovered,53.708719547000015,14.569920874200761,158,True,True,True,True,True,1,True,1,True,2,True,3,True,8,recovered,True,True,recovered,66.94282570000001,18.089611627627164,261,True,True,True,True,True,1,True,1,True,3,True,4,True,10
532,R_to_P,recovered,True,True,recovered,182.269224426,48.223953779786825,361,False,True,True,True,False,1,False,1,True,4,True,9,True,30,recovered,True,True,recovered,459.40907757200006,121.21924691833556,813,False,True,True,True,False,1,False,1,True,4,True,9,True,32
533,R_to_P,recovered,True,True,recovered,20.308172047,5.3139593517407775,326,False,True,True,True,False,1,True,2,True,6,True,10,True,22,recovered,True,True,recovered,67.379451748,18.20144225889817,557,False,True,True,True,False,1,True,2,True,6,True,10,True,26
534,R_to_P,recovered,True,True,recovered,28.974592485,5.816520794061944,51,False,True,True,True,False,1,False,1,True,3,True,3,True,11,recovered,True,True,recovered,80.382419952,19.79012862453237,108,False,True,True,True,False,1,False,1,True,3,True,3,True,11
535,R_to_P,recovered,True,True,recovered,12.458457384,2.8719988961238414,23,False,True,True,True,False,1,False,1,True,2,True,2,True,7,recovered,True,True,recovered,85.339723045,16.94883680390194,122,False,True,True,True,False,1,False,1,True,2,True,2,True,11
536,R_to_P,recovered,True,True,recovered,25.272315103,6.792951989453286,254,True,True,True,True,True,1,True,2,True,2,True,6,True,19,recovered,True,True,recovered,100.71135663000001,28.090455581899732,562,True,True,True,True,True,1,True,2,True,2,True,6,True,19
537,R_to_P,recovered,True,True,recovered,7.146540057999999,2.889639178290963,36,True,True,True,True,True,2,True,2,True,6,True,6,True,6,recovered,True,True,recovered,11.502574506,3.874215479940176,42,True,True,True,True,True,2,True,2,True,6,True,6,True,7
538,R_to_P,recovered,True,True,recovered,1.6705516610000002,0.5377741577103734,12,True,True,True,True,True,1,True,1,True,1,True,2,True,3,recovered,True,True,recovered,7.085009825999999,1.9768178130034357,39,True,True,True,True,True,1,True,2,True,2,True,5,True,11
539,R_to_P,recovered,True,True,recovered,7.982598469999999,1.935025115730241,32,True,True,True,True,True,1,True,1,True,2,True,2,True,8,recovered,True,True,recovered,18.811794113999998,4.614147121552378,71,True,True,True,True,True,1,True,1,True,2,True,2,True,9
540,P_to_R,recovered,True,True,recovered,18.840930717000003,5.709912792313844,65,True,True,True,True,True,1,True,1,True,4,True,4,True,17,recovered,True,True,recovered,32.044490567000004,9.062622970202938,107,True,True,True,True,True,1,True,2,True,5,True,6,True,21
541,R_to_P,recovered,True,True,recovered,85.60327523599999,20.055497179739177,246,True,True,True,True,True,1,True,1,True,9,True,10,True,39,recovered,True,True,recovered,269.141708753,72.44022758770734,533,True,True,True,True,True,1,True,1,True,9,True,11,True,54
542,R_to_P,recovered,True,True,recovered,86.963857993,23.02299067750573,198,False,True,True,True,False,2,True,4,True,6,True,8,True,20,recovered,True,True,recovered,163.26111594000002,42.848503682762384,325,False,True,True,True,False,2,True,4,True,7,True,9,True,23
543,R_to_P,recovered,True,True,recovered,5.007006941,1.3368459353223443,19,True,True,True,True,True,1,True,1,True,1,True,1,True,5,recovered,True,True,recovered,11.671713367,3.0612351140007377,61,True,True,True,True,True,1,True,1,True,1,True,1,True,6
544,R_to_P,recovered,True,True,recovered,7.747463245999999,2.0057565262541175,49,True,True,True,True,True,1,True,1,True,2,True,2,True,6,recovered,True,True,recovered,34.386485561,8.87090160837397,178,True,True,True,True,True,1,True,1,True,2,True,2,True,6
545,P_to_R,recovered,True,True,recovered,7.057379770000001,2.1805471275001764,21,True,True,True,True,True,1,True,1,True,1,True,1,True,3,recovered,True,True,recovered,78.97970933300002,23.525492787128314,177,True,True,True,True,True,1,True,1,True,1,True,1,True,5
546,R_to_P,recovered,True,True,recovered,18.462760789,6.174398746341467,72,True,True,True,True,True,1,True,1,True,1,True,2,True,8,recovered,True,True,recovered,42.032953146,12.26039865333587,195,True,True,True,True,True,1,True,1,True,1,True,2,True,11
547,R_to_P,recovered,True,True,recovered,128.46886353,37.91122149024159,218,True,True,True,True,True,1,True,1,True,2,True,3,True,7,recovered,True,True,recovered,148.22131628,43.95699876360595,258,True,True,True,True,True,1,True,1,True,2,True,4,True,8
548,R_to_P,recovered,True,True,recovered,28.227645421000002,6.8045853683725,105,True,True,True,True,True,1,True,1,True,1,True,2,True,2,recovered,True,True,recovered,34.511090879,8.314622920937836,199,True,True,True,True,True,1,True,1,True,1,True,2,True,2
549,P_to_R,recovered,True,True,recovered,39.991646972000005,9.304198671132326,114,True,True,True,True,True,1,True,2,True,6,True,11,True,26,recovered,True,True,recovered,83.963933814,17.69177424442023,253,True,True,True,True,True,1,True,2,True,6,True,11,True,31
550,P_to_R,recovered,True,True,recovered,10.697959747,3.4677054844796658,35,True,True,True,True,True,1,True,2,True,2,True,2,True,7,recovered,True,True,recovered,24.701683928,6.48317426815629,97,True,True,True,True,True,1,True,2,True,2,True,2,True,7
551,R_to_P,recovered,True,True,recovered,214.380729301,62.226000025868416,200,True,True,True,True,True,1,True,2,True,4,True,4,True,12,recovered,True,True,recovered,264.550344905,74.31574467383325,337,True,True,True,True,True,1,True,2,True,4,True,4,True,15
552,R_to_P,recovered,True,True,recovered,2.1953164960000002,0.588292483240366,9,True,True,True,True,True,1,True,1,True,2,True,3,True,5,recovered,True,True,recovered,4.946860849999999,1.1435617879033089,21,True,True,True,True,True,1,True,1,True,2,True,3,True,5
553,R_to_P,recovered,True,True,recovered,115.89325430400002,33.53325746860355,89,False,True,True,True,False,1,True,2,True,2,True,6,True,12,recovered,True,True,recovered,203.68573100000003,58.64317075256258,209,False,True,True,True,False,1,True,2,True,2,True,6,True,16
554,R_to_P,recovered,True,True,recovered,138.10446245500003,39.41448500473052,409,True,True,True,True,True,1,True,1,True,7,True,8,True,21,recovered,True,True,recovered,246.39888777200002,69.50386830884963,878,True,True,True,True,True,1,True,1,True,7,True,11,True,40
555,R_to_P,recovered,True,True,recovered,48.866730741000005,11.061664164997637,92,True,True,True,True,True,1,True,1,True,1,True,1,True,4,recovered,True,True,recovered,117.37450077800001,26.45785986445844,186,True,True,True,True,True,1,True,1,True,1,True,1,True,5
556,R_to_P,recovered,True,True,recovered,41.46911656799999,9.812971712555736,124,True,True,True,True,True,1,True,2,True,4,True,4,True,9,recovered,True,True,recovered,62.65605864399999,13.735084801446646,145,True,True,True,True,True,1,True,2,True,4,True,4,True,10
557,R_to_P,recovered,True,True,recovered,12.254725987,3.212565870489925,90,True,True,True,True,True,1,True,3,True,6,True,14,True,35,recovered,True,True,recovered,17.778838702,4.638489288510755,146,True,True,True,True,True,1,True,4,True,7,True,17,True,41
558,R_to_P,recovered,True,True,recovered,8.361833164,2.105498792603612,47,True,True,True,True,True,1,True,1,True,2,True,2,True,6,recovered,True,True,recovered,37.17630282900001,9.858695162227377,235,True,True,True,True,True,1,True,1,True,2,True,2,True,6
559,R_to_P,recovered,True,True,recovered,125.87263936299999,31.67364778718911,198,True,True,True,True,True,1,True,1,True,1,True,2,True,3,recovered,True,True,recovered,345.96081111,93.61539788614027,491,True,True,True,True,True,1,True,1,True,1,True,3,True,4
560,R_to_P,recovered,True,True,recovered,4.429113842000001,1.43969314545393,62,True,True,True,True,True,1,True,1,True,1,True,1,True,5,recovered,True,True,recovered,18.089533781000004,6.253849851433188,135,True,True,True,True,True,1,True,1,True,1,True,1,True,5
561,R_to_P,recovered,True,True,recovered,365.861966414,80.48530866764486,1006,True,True,True,True,True,1,True,1,True,4,True,4,True,32,recovered,True,True,recovered,783.409538334,192.71786856558174,2000,True,True,True,True,True,1,True,1,True,4,True,4,True,32
562,R_to_P,recovered,True,True,recovered,10.216197451000001,1.8234100928530097,20,True,True,True,True,True,1,True,1,True,2,True,2,True,4,recovered,True,True,recovered,24.297601587000003,5.579771707765758,97,True,True,True,True,True,1,True,1,True,2,True,2,True,4
563,R_to_P,recovered,True,True,recovered,75.571908079,15.619147210381925,894,True,True,True,True,True,1,True,1,True,9,True,16,True,57,recovered,True,True,recovered,104.893926872,20.631743928417563,991,True,True,True,True,True,1,True,1,True,9,True,16,True,61
564,R_to_P,recovered,True,True,recovered,79.34489298099999,24.3959603512194,208,False,True,True,True,True,2,True,2,True,4,True,5,True,13,recovered,True,True,recovered,487.13578553299993,159.6741698794067,538,False,True,True,True,True,2,True,2,True,4,True,5,True,18
565,R_to_P,recovered,True,True,recovered,18.498663824,3.01760480273515,74,False,True,True,True,True,2,True,2,True,2,True,2,True,17,recovered,True,True,recovered,244.45691190700003,63.67352319136262,744,False,True,True,True,True,2,True,2,True,2,True,3,True,21
566,R_to_P,recovered,True,True,recovered,57.180406922,13.297029334120452,696,False,True,True,True,False,2,False,2,True,6,True,6,True,25,recovered,True,True,recovered,121.719707555,28.225941674783826,1244,False,True,True,True,False,2,False,2,True,10,True,10,True,37
567,R_to_P,recovered,True,True,recovered,75.84116682099999,19.347055832855403,69,True,True,True,True,True,1,True,1,True,3,True,3,True,4,recovered,True,True,recovered,289.85797632000003,80.32845651358366,222,True,True,True,True,True,1,True,1,True,3,True,3,True,5
568,R_to_P,recovered,True,True,recovered,14.594887564999999,3.777963104657829,99,True,True,True,True,True,1,True,1,True,4,True,4,True,17,recovered,True,True,recovered,78.31661645400001,21.413602182641625,260,True,True,True,True,True,1,True,1,True,4,True,4,True,22
569,R_to_P,recovered,True,True,recovered,13.15580704,2.1627729842439294,8,True,True,True,True,True,1,True,1,True,2,True,2,True,8,recovered,True,True,recovered,85.13682736199999,19.32628737576306,251,True,True,True,True,True,1,True,1,True,2,True,2,True,12
570,R_to_P,recovered,True,True,not_recovered,29.648975587000002,8.665298103354871,526,False,False,False,False,False,7,False,9,True,44,True,54,True,149,recovered,True,True,not_recovered,35.142017393,9.987889275886118,715,False,False,False,False,False,7,False,9,True,50,True,66,True,198
571,R_to_P,recovered,True,True,recovered,15.764181567000001,4.034460014663637,88,True,True,True,True,True,1,True,1,True,4,True,5,True,14,recovered,True,True,recovered,35.589511021999996,9.108670833986253,194,True,True,True,True,True,1,True,1,True,4,True,5,True,16
572,R_to_P,recovered,True,True,recovered,43.089159568999996,11.218451045453548,149,False,True,True,True,False,1,True,2,True,2,True,2,True,21,recovered,True,True,recovered,232.97956209999995,67.82634658925235,322,False,True,True,True,False,1,True,2,True,2,True,2,True,23
573,R_to_P,recovered,True,True,recovered,81.202151998,18.80295664910227,39,True,True,True,True,True,1,True,1,True,2,True,3,True,6,recovered,True,True,recovered,293.29458397,70.75776829943061,162,True,True,True,True,True,1,True,1,True,2,True,3,True,8
574,R_to_P,recovered,True,True,recovered,15.148030901999997,3.788983978331089,81,False,True,True,True,True,2,True,3,True,3,True,7,True,16,recovered,True,True,recovered,110.76477679899999,30.335423251613975,346,False,True,True,True,True,2,True,3,True,3,True,7,True,19
575,R_to_P,recovered,True,True,recovered,264.227576791,35.005343647208065,437,True,True,True,True,True,1,True,1,True,8,True,10,True,48,recovered,True,True,recovered,1107.9587043390002,219.24920981470495,2003,True,True,True,True,True,1,True,1,True,8,True,10,True,48
576,R_to_P,not_recovered,True,True,not_recovered,34.726546656000004,9.128925120458007,119,False,False,False,False,False,1,False,1,False,3,False,4,False,10,recovered,True,True,recovered,104.73086407500001,29.616136559285223,643,True,True,True,True,True,2,True,2,True,4,True,6,True,14
577,R_to_P,recovered,True,True,recovered,3.973856914999999,0.9657807126641273,60,True,True,True,True,True,1,True,2,True,6,True,15,True,50,recovered,True,True,recovered,20.277758565000003,5.072312025120482,175,True,True,True,True,True,1,True,2,True,8,True,20,True,106
578,R_to_P,recovered,True,True,recovered,9.796013914,2.605123359011486,28,True,True,True,True,True,1,True,1,True,1,True,3,True,6,recovered,True,True,recovered,32.712964465,8.496780919842422,99,True,True,True,True,True,1,True,1,True,1,True,3,True,8
579,R_to_P,recovered,True,True,recovered,17.882644967,4.439488276140764,69,True,True,True,True,True,1,True,1,True,1,True,4,True,10,recovered,True,True,recovered,162.51515432100004,40.58390479115769,804,True,True,True,True,True,1,True,1,True,1,True,4,True,12
580,R_to_P,recovered,True,True,recovered,23.582073798,6.439112754072994,197,True,True,True,True,True,1,True,2,True,7,True,11,True,26,recovered,True,True,recovered,69.842573403,15.680614544311538,588,True,True,True,True,True,1,True,4,True,9,True,17,True,35
581,R_to_P,recovered,True,True,recovered,5.963899690000002,1.4612925183027983,21,True,True,True,True,True,1,True,1,True,2,True,2,True,8,recovered,True,True,recovered,21.163455055,5.654168994165957,66,True,True,True,True,True,1,True,1,True,4,True,4,True,12
582,R_to_P,recovered,True,True,recovered,7.018560792000001,1.6783263962715864,146,True,True,True,True,True,1,True,1,True,14,True,22,True,68,recovered,True,True,recovered,71.43240860200001,15.840611235238612,1019,True,True,True,True,True,1,True,1,True,15,True,23,True,118
583,R_to_P,recovered,True,True,recovered,285.132798941,67.75731025077403,274,False,True,True,True,True,2,True,2,True,18,True,18,True,61,recovered,True,True,recovered,682.2169605379999,166.14392298739403,378,False,True,True,True,True,2,True,2,True,20,True,20,True,70
584,P_to_R,recovered,True,True,recovered,4.015507088000001,1.006391626317054,23,True,True,True,True,True,1,True,1,True,4,True,5,True,11,recovered,True,True,recovered,9.209238754000001,2.2028207869734615,42,True,True,True,True,True,1,True,1,True,4,True,5,True,14
585,R_to_P,recovered,True,True,recovered,6.111998077000001,1.159104731399566,19,True,True,True,True,True,1,True,1,True,2,True,3,True,3,recovered,True,True,recovered,13.371280960000002,2.988067006925121,26,True,True,True,True,True,1,True,1,True,2,True,3,True,5
586,R_to_P,recovered,True,True,recovered,10.76820588,3.183157389983535,177,True,True,True,True,True,1,True,1,True,3,True,4,True,16,recovered,True,True,recovered,42.11355200399999,10.315998045960441,327,True,True,True,True,True,1,True,1,True,3,True,4,True,19
587,R_to_P,recovered,True,True,recovered,23.313524606999998,5.849481877172366,93,False,True,True,True,False,1,True,2,True,3,True,5,True,19,recovered,True,True,recovered,74.205070303,18.953346682013944,194,False,True,True,True,False,1,True,2,True,6,True,8,True,25
588,R_to_P,recovered,True,True,recovered,16.425300935,3.9975619399920106,143,False,True,True,True,True,3,True,3,True,5,True,12,True,43,recovered,True,True,recovered,38.559870313,10.619521072134376,264,False,True,True,True,True,3,True,3,True,6,True,13,True,48
589,R_to_P,recovered,True,True,recovered,10.983478589999999,4.079524884000421,118,True,True,True,True,True,1,True,1,True,1,True,1,True,7,recovered,True,True,recovered,21.920289586,7.525084990076721,165,True,True,True,True,True,1,True,1,True,1,True,1,True,10
590,R_to_P,unknown,True,True,not_recovered,586.8804767150001,159.84701418038458,1014,False,False,False,False,False,1,False,3,False,10,False,18,False,80,unknown,True,True,not_recovered,1054.93250799,290.89839328918606,1712,False,False,False,False,False,1,False,7,False,14,False,42,False,139
591,R_to_P,recovered,True,True,recovered,3.4155223130000003,0.7545332573354244,17,True,True,True,True,True,1,True,1,True,2,True,3,True,9,recovered,True,True,recovered,9.769913224,2.5566693749278784,48,True,True,True,True,True,1,True,1,True,2,True,3,True,11
592,R_to_P,recovered,True,True,recovered,3.11461522,0.6107047738041729,5,True,True,True,True,True,1,True,1,True,1,True,1,True,3,recovered,True,True,recovered,7.8391248650000005,1.6034524510614574,62,True,True,True,True,True,1,True,1,True,1,True,1,True,6
593,R_to_P,recovered,True,True,recovered,3.9156467700000004,0.7612182144075632,6,True,True,True,True,True,1,True,2,True,2,True,2,True,3,recovered,True,True,recovered,7.014949458000002,1.4701923225075006,7,True,True,True,True,True,1,True,2,True,2,True,2,True,3
594,R_to_P,recovered,True,True,recovered,108.37349019399998,32.843154777539894,205,True,True,True,True,True,1,True,1,True,6,True,6,True,18,recovered,True,True,recovered,223.7283586,63.03552426001988,423,True,True,True,True,True,1,True,1,True,6,True,6,True,28
595,P_to_R,recovered,True,True,recovered,99.80324866499998,32.95836934633553,107,True,True,True,True,True,2,True,2,True,4,True,4,True,18,recovered,True,True,recovered,184.97399784499996,56.774749973323196,258,True,True,True,True,True,2,True,2,True,4,True,6,True,24
596,R_to_P,recovered,True,True,recovered,430.557224691,103.56345029640943,422,True,True,True,True,True,1,True,1,True,4,True,4,True,25,recovered,True,True,recovered,1058.1066755200002,269.83511485438794,619,True,True,True,True,True,1,True,1,True,4,True,4,True,25
597,R_to_P,recovered,True,True,recovered,33.917084798999994,9.430052270181477,139,True,True,True,True,True,1,True,1,True,4,True,4,True,19,recovered,True,True,recovered,105.581447991,28.836645054398105,272,True,True,True,True,True,1,True,1,True,4,True,4,True,21
598,R_to_P,recovered,True,True,not_recovered,86.581030836,27.424525942653418,45,False,False,False,True,False,1,False,2,True,7,True,10,True,23,recovered,True,True,not_recovered,151.033950903,43.74295280082151,213,False,False,False,True,False,1,False,2,True,7,True,11,True,28
599,R_to_P,recovered,True,True,recovered,48.588771971,13.848223727196455,299,False,True,True,True,True,2,True,2,True,5,True,7,True,28,recovered,True,True,recovered,119.36780274300003,33.454374137334526,534,False,True,True,True,True,2,True,2,True,5,True,7,True,28
600,R_to_P,recovered,True,True,recovered,10.139895703999999,2.6310432199388742,25,True,True,True,True,True,1,True,1,True,1,True,1,True,2,recovered,True,True,recovered,24.906278660999998,6.561466044746339,79,True,True,True,True,True,1,True,1,True,1,True,1,True,3
601,P_to_R,recovered,True,True,recovered,84.034957946,25.665465115569532,229,False,True,True,True,True,2,True,2,True,2,True,2,True,12,recovered,True,True,recovered,119.286507153,33.801469278521836,400,False,True,True,True,True,2,True,2,True,2,True,2,True,19
602,R_to_P,recovered,True,True,recovered,16.834054545999997,4.34024141728878,177,True,True,True,True,True,1,True,1,True,1,True,1,True,3,recovered,True,True,recovered,81.13815356,20.77455674763769,773,True,True,True,True,True,1,True,1,True,1,True,3,True,6
603,R_to_P,not_recovered,True,True,not_recovered,95.40501185699999,22.330867869779468,385,False,False,False,False,False,1,False,1,False,3,False,3,False,7,recovered,True,True,recovered,192.38898290799997,46.789181837812066,865,False,True,True,True,True,2,True,2,True,6,True,7,True,24
604,R_to_P,recovered,True,True,recovered,24.511624506,6.977974141947925,159,True,True,True,True,True,1,True,2,True,4,True,8,True,24,recovered,True,True,recovered,57.090053284,15.667858081869781,303,True,True,True,True,True,1,True,2,True,4,True,8,True,28
605,R_to_P,recovered,True,True,recovered,2.411697614,1.469467313028872,11,False,True,True,True,True,2,True,2,True,5,True,6,True,8,recovered,True,True,recovered,4.818576433,2.939384087920189,16,False,True,True,True,True,2,True,2,True,6,True,7,True,11
606,R_to_P,recovered,True,True,recovered,1.8458568879999997,0.9098724545910954,5,True,True,True,True,True,1,True,1,True,2,True,2,True,3,recovered,True,True,recovered,3.556724509999999,1.6851850468665361,14,True,True,True,True,True,1,True,1,True,2,True,2,True,3
607,R_to_P,recovered,True,True,recovered,445.393061649,104.38174552191049,1844,True,True,True,True,True,1,True,3,True,16,True,47,True,224,recovered,True,True,recovered,972.893892572,241.9023132873699,2549,True,True,True,True,True,1,True,3,True,16,True,47,True,228
608,R_to_P,recovered,True,True,recovered,9.449651585999998,1.5970653966069221,31,True,True,True,True,True,1,True,1,True,3,True,4,True,10,recovered,True,True,recovered,126.49466395599998,28.031318325549364,813,True,True,True,True,True,1,True,1,True,3,True,4,True,10
609,R_to_P,recovered,True,True,recovered,18.102106951999996,7.255101406015456,59,True,True,True,True,True,1,True,1,True,2,True,2,True,7,recovered,True,True,recovered,141.269451429,31.78877467662096,440,True,True,True,True,True,1,True,1,True,2,True,3,True,18
610,R_to_P,recovered,True,True,not_recovered,17.764884070999997,5.017273286357522,217,False,False,False,False,False,1,False,1,False,3,False,3,True,17,recovered,True,True,not_recovered,48.779639524,12.243823966011405,386,False,False,False,False,False,1,False,1,False,3,False,3,True,17
