index,direction,host,cpu_models,search_process_exit,search_complete,capped,terminals,cut_count,compute_cpu_seconds,elapsed_wall_including_io,persistence_cpu_seconds,persistence_summed_wall_seconds,loading_cpu_seconds,ranking_cpu_seconds,ranking_wall_seconds,ranking_saving_wall_seconds,verification_cpu_seconds,verification_wall_seconds,reference_recovery
5,R_to_P,bosque79,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,1631,28,5.332005019,1.1543262153863907,0.519162881,0.6135269915685058,0.17580410000000002,0.21735903099999998,0.21743259951472282,0.011769618839025497,0.621594669,0.6216225130483508,recovered
5,P_to_R,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,2213,28,6.797719434999999,1.4856024757027626,0.6324297110000001,0.7105216113850474,0.24287785399999995,0.273929654,0.2739497907459736,0.013384094461798668,0.8103818740000002,0.8105149241164327,recovered
6,R_to_P,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,False,386,17,1.734349541,0.3107225438579917,0.11046242799999992,0.17244892287999392,0.07490303100000001,0.03387663499999993,0.03389482945203781,0.004512113519012928,0.0885630879999999,0.08858158253133297,recovered
6,P_to_R,bosque8,Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz,0,True,False,580,17,0.97393347,0.21703403256833553,0.09039663,0.12491709738969803,0.0255019,0.05412340299999996,0.05414833873510361,0.0036296695470809937,0.13710507000000005,0.13712515868246555,recovered
7,R_to_P,bosque67,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,11056,82,162.43142038000002,21.412928821519017,10.812650460999997,12.115321778692305,2.071662159000001,7.015009215000001,7.015499195083976,0.597175220027566,58.008313054999995,58.01194346230477,not_recovered
7,P_to_R,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,10689,76,58.542090207,7.166782673448324,2.7588471730000017,3.029483656398952,0.5491256199999995,3.206421098,3.2066048877313733,0.015775428153574467,39.018653893,39.02119644638151,not_recovered
8,R_to_P,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,2515,33,9.683298464,1.9437098586931825,1.0021735809999999,1.2154233222827315,0.27822095500000005,0.42643971700000005,0.4264597548171878,0.0347172524780035,1.105112816,1.1051555182784796,recovered
8,P_to_R,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,8135,33,31.65278716,7.454548688605428,4.9845468319999995,5.142236816696823,1.2169500080000002,1.75335997,1.7534672189503908,0.5673289960250258,4.065682558,4.065938863903284,recovered
9,R_to_P,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,1919,33,9.453772654000002,2.1159220039844513,0.8653015980000003,1.021868464536965,0.27824774799999996,0.2919028750000001,0.2920380737632513,0.02987096831202507,0.8920345639999998,0.8920851480215788,recovered
9,P_to_R,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,2591,34,10.535175441,2.6982944114133716,1.1319521639999996,1.317477222532034,0.33579239499999997,0.40302687700000006,0.40304858330637217,0.01426814217120409,1.212967151,1.2130440212786198,recovered
10,R_to_P,bosque46,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,2977,80,40.272767765,6.570727224927396,1.9866809040000006,2.2061497636605054,0.406572331,1.420880515,1.4210887588560581,0.02232940588146448,3.2689970969999997,3.2693740613758564,recovered
10,P_to_R,bosque46,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,4440,80,51.182247091,7.657410338986665,4.335497432000001,4.650707507040352,0.8600614770000002,2.456257589,2.4564881464466453,0.03389615472406149,5.172771987,5.1734068570658565,recovered
11,R_to_P,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,7216,28,16.923109686000004,3.290652099996805,2.2120607039999993,2.3068440752103925,0.52441761,1.0155811000000001,1.0157322697341442,0.03690230939537287,2.660834251,2.6611288841813803,recovered
11,P_to_R,bosque44,Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,0,True,True,5336,28,16.211187492,3.6196060152724385,1.8915497899999996,1.9883313570171595,0.517783718,0.8679813919999999,0.8680448168888688,0.03379752952605486,2.1342236999999997,2.1343793822452426,recovered
