JobID|State|ExitCode|ElapsedRaw|TotalCPU|CPUTimeRAW|AllocCPUS|MaxRSS|NodeList
452981_136.extern|COMPLETED|0:0|13|00:00.004|26|2|4K|bosque26
452981_137|COMPLETED|0:0|10|00:01.006|20|2||bosque26
452981_137.batch|COMPLETED|0:0|10|00:01.003|20|2|3368K|bosque26
452981_137.extern|COMPLETED|0:0|10|00:00.003|20|2|4K|bosque26
452981_138|CANCELLED by 7711|0:0|259|00:00:00|518|2||bosque26
452981_139|COMPLETED|0:0|11|00:01.013|22|2||bosque26
452981_139.batch|COMPLETED|0:0|11|00:01.009|22|2|3304K|bosque26
452981_139.extern|COMPLETED|0:0|12|00:00.003|24|2|4K|bosque26
454377_0|COMPLETED|0:0|6|00:02.701|96|16||bosque5
454377_0.batch|COMPLETED|0:0|6|00:02.699|96|16|3332K|bosque5
454377_0.extern|COMPLETED|0:0|6|00:00.001|96|16|4K|bosque5
454377_21|COMPLETED|0:0|7|00:18.920|112|16||bosque6
454377_21.batch|COMPLETED|0:0|7|00:18.918|112|16|3224K|bosque6
454377_21.extern|COMPLETED|0:0|7|00:00.001|112|16|4K|bosque6
454377_50|COMPLETED|0:0|35|03:16.692|560|16||bosque6
454377_50.batch|COMPLETED|0:0|35|03:16.691|560|16|3312K|bosque6
454377_50.extern|COMPLETED|0:0|35|00:00.001|560|16|320K|bosque6
454377_51|COMPLETED|0:0|35|03:45.982|560|16||bosque6
454377_51.batch|COMPLETED|0:0|35|03:45.980|560|16|24292K|bosque6
454377_51.extern|COMPLETED|0:0|35|00:00.001|560|16|1M|bosque6
454377_53|COMPLETED|0:0|128|13:10.121|2048|16||bosque7
454377_53.batch|COMPLETED|0:0|128|13:10.120|2048|16|13687600K|bosque7
454377_53.extern|COMPLETED|0:0|128|00:00.001|2048|16|1096K|bosque7
454377_60|COMPLETED|0:0|9|00:28.203|144|16||bosque7
454377_60.batch|COMPLETED|0:0|9|00:28.201|144|16|3252K|bosque7
454377_60.extern|COMPLETED|0:0|9|00:00.001|144|16|4K|bosque7
454377_62|COMPLETED|0:0|30|02:18.907|480|16||bosque7
454377_62.batch|COMPLETED|0:0|30|02:18.905|480|16|3304K|bosque7
454377_62.extern|COMPLETED|0:0|30|00:00.001|480|16|4K|bosque7
454377_64|CANCELLED by 7711|0:0|188|00:00:00|3008|16||bosque8
454377_68|COMPLETED|0:0|8|00:35.125|128|16||bosque8
454377_68.batch|COMPLETED|0:0|8|00:35.123|128|16|3240K|bosque8
454377_68.extern|COMPLETED|0:0|8|00:00.001|128|16|4K|bosque8
454377_69|CANCELLED by 7711|0:0|188|00:00:00|3008|16||bosque8
454377_71|COMPLETED|0:0|7|00:26.407|112|16||bosque10
454377_71.batch|COMPLETED|0:0|7|00:26.406|112|16|3380K|bosque10
454377_71.extern|COMPLETED|0:0|7|00:00.001|112|16|4K|bosque10
454377_88|COMPLETED|0:0|9|00:41.141|144|16||bosque10
454377_88.batch|COMPLETED|0:0|9|00:41.139|144|16|3220K|bosque10
454377_88.extern|COMPLETED|0:0|9|00:00.001|144|16|4K|bosque10
454377_94|COMPLETED|0:0|37|03:41.077|592|16||bosque5
454377_94.batch|COMPLETED|0:0|37|03:41.076|592|16|1154472K|bosque5
454377_94.extern|COMPLETED|0:0|37|00:00.001|592|16|1056K|bosque5
454377_98|COMPLETED|0:0|7|00:40.418|112|16||bosque6
454377_98.batch|COMPLETED|0:0|7|00:40.417|112|16|3248K|bosque6
454377_98.extern|COMPLETED|0:0|7|00:00.001|112|16|4K|bosque6
454377_100|COMPLETED|0:0|15|01:03.723|240|16||bosque7
454377_100.batch|COMPLETED|0:0|15|01:03.721|240|16|3264K|bosque7
454377_100.extern|COMPLETED|0:0|15|00:00.001|240|16|3276K|bosque7
454378_76|COMPLETED|0:0|4|00:00.827|4|1||bosque10
454378_76.batch|COMPLETED|0:0|4|00:00.826|4|1|1348K|bosque10
454378_76.extern|COMPLETED|0:0|4|00:00.001|4|1|1076K|bosque10
454378_82|COMPLETED|0:0|4|00:00.819|4|1||bosque10
454378_82.batch|COMPLETED|0:0|4|00:00.818|4|1|1356K|bosque10
454378_82.extern|COMPLETED|0:0|4|00:00.001|4|1|1084K|bosque10
454378_83|COMPLETED|0:0|4|00:00.785|4|1||bosque10
454378_83.batch|COMPLETED|0:0|4|00:00.784|4|1|1352K|bosque10
454378_83.extern|COMPLETED|0:0|4|00:00.001|4|1|1084K|bosque10
454378_93|COMPLETED|0:0|4|00:00.790|4|1||bosque10
454378_93.batch|COMPLETED|0:0|4|00:00.789|4|1|1352K|bosque10
454378_93.extern|COMPLETED|0:0|4|00:00.001|4|1|1084K|bosque10
454378_123|COMPLETED|0:0|4|00:00.793|4|1||bosque10
454378_123.batch|COMPLETED|0:0|4|00:00.792|4|1|1356K|bosque10
454378_123.extern|COMPLETED|0:0|4|00:00:00|4|1|1080K|bosque10
454378_130|COMPLETED|0:0|4|00:00.782|4|1||bosque10
454378_130.batch|COMPLETED|0:0|4|00:00.781|4|1|1352K|bosque10
454378_130.extern|COMPLETED|0:0|4|00:00.001|4|1|1084K|bosque10
454378_138|COMPLETED|0:0|4|00:00.785|4|1||bosque10
454378_138.batch|COMPLETED|0:0|4|00:00.784|4|1|1352K|bosque10
454378_138.extern|COMPLETED|0:0|4|00:00.001|4|1|1084K|bosque10
454399_64|COMPLETED|0:0|14|01:01.591|224|16||bosque5
454399_64.batch|COMPLETED|0:0|14|01:01.590|224|16|3236K|bosque5
454399_64.extern|COMPLETED|0:0|14|00:00.001|224|16|4K|bosque5
454399_69|COMPLETED|0:0|8|00:36.742|128|16||bosque6
454399_69.batch|COMPLETED|0:0|8|00:36.740|128|16|3272K|bosque6
454399_69.extern|COMPLETED|0:0|8|00:00.001|128|16|4K|bosque6
