JobID|State|ExitCode|ElapsedRaw|TotalCPU|CPUTimeRAW|AllocCPUS|MaxRSS|NodeList
452981_8.batch|COMPLETED|0:0|36|00:01.006|72|2|3340K|bosque26
452981_8.extern|COMPLETED|0:0|36|00:00.004|72|2|4K|bosque26
452981_9|COMPLETED|0:0|36|00:01.079|72|2||bosque26
452981_9.batch|COMPLETED|0:0|36|00:01.075|72|2|3396K|bosque26
452981_9.extern|COMPLETED|0:0|36|00:00.004|72|2|4K|bosque26
452981_10|COMPLETED|0:0|30|00:01.088|60|2||bosque26
452981_10.batch|COMPLETED|0:0|30|00:01.084|60|2|3368K|bosque26
452981_10.extern|COMPLETED|0:0|30|00:00.004|60|2|308K|bosque26
452981_11|COMPLETED|0:0|31|00:01.005|62|2||bosque26
452981_11.batch|COMPLETED|0:0|31|00:01.001|62|2|3312K|bosque26
452981_11.extern|COMPLETED|0:0|31|00:00.004|62|2|300K|bosque26
452981_12|COMPLETED|0:0|36|00:01.045|72|2||bosque26
452981_12.batch|COMPLETED|0:0|36|00:01.041|72|2|3412K|bosque26
452981_12.extern|COMPLETED|0:0|36|00:00.004|72|2|300K|bosque26
452981_13|COMPLETED|0:0|33|00:01.060|66|2||bosque72
452981_13.batch|COMPLETED|0:0|33|00:01.056|66|2|3408K|bosque72
452981_13.extern|COMPLETED|0:0|33|00:00.003|66|2|4K|bosque72
452981_14|COMPLETED|0:0|43|00:01.025|86|2||bosque72
452981_14.batch|COMPLETED|0:0|43|00:01.021|86|2|3376K|bosque72
452981_14.extern|COMPLETED|0:0|43|00:00.004|86|2|4K|bosque72
452981_15|COMPLETED|0:0|38|00:01.125|76|2||bosque72
452981_15.batch|COMPLETED|0:0|38|00:01.121|76|2|3296K|bosque72
452981_15.extern|COMPLETED|0:0|38|00:00.004|76|2|4K|bosque72
452981_16|COMPLETED|0:0|33|00:01.130|66|2||bosque72
452981_16.batch|COMPLETED|0:0|33|00:01.128|66|2|3396K|bosque72
452981_16.extern|COMPLETED|0:0|33|00:00.001|66|2|308K|bosque72
452981_17|COMPLETED|0:0|32|00:01.099|64|2||bosque72
452981_17.batch|COMPLETED|0:0|32|00:01.097|64|2|3316K|bosque72
452981_17.extern|COMPLETED|0:0|32|00:00.002|64|2|300K|bosque72
452981_18|COMPLETED|0:0|31|00:01.320|62|2||bosque72
452981_18.batch|COMPLETED|0:0|31|00:01.316|62|2|3340K|bosque72
452981_18.extern|COMPLETED|0:0|31|00:00.003|62|2|4K|bosque72
452981_19|COMPLETED|0:0|32|00:01.110|64|2||bosque72
452981_19.batch|COMPLETED|0:0|32|00:01.106|64|2|3396K|bosque72
452981_19.extern|COMPLETED|0:0|32|00:00.004|64|2|4K|bosque72
452981_20|COMPLETED|0:0|37|00:01.133|74|2||bosque72
452981_20.batch|COMPLETED|0:0|37|00:01.129|74|2|3396K|bosque72
452981_20.extern|COMPLETED|0:0|38|00:00.003|76|2|4K|bosque72
452981_21|COMPLETED|0:0|35|00:01.015|70|2||bosque72
452981_21.batch|COMPLETED|0:0|35|00:01.011|70|2|3308K|bosque72
452981_21.extern|COMPLETED|0:0|35|00:00.003|70|2|4K|bosque72
452981_22|COMPLETED|0:0|37|00:01.149|74|2||bosque72
452981_22.batch|COMPLETED|0:0|37|00:01.145|74|2|3404K|bosque72
452981_22.extern|COMPLETED|0:0|38|00:00.003|76|2|4K|bosque72
452981_23|COMPLETED|0:0|33|00:01.045|66|2||bosque72
452981_23.batch|COMPLETED|0:0|33|00:01.041|66|2|3332K|bosque72
452981_23.extern|COMPLETED|0:0|33|00:00.003|66|2|4K|bosque72
452981_24|COMPLETED|0:0|42|00:01.102|84|2||bosque72
452981_24.batch|COMPLETED|0:0|42|00:01.098|84|2|3440K|bosque72
452981_24.extern|COMPLETED|0:0|42|00:00.004|84|2|4K|bosque72
452981_25|COMPLETED|0:0|31|00:01.197|62|2||bosque72
452981_25.batch|COMPLETED|0:0|31|00:01.193|62|2|3372K|bosque72
452981_25.extern|COMPLETED|0:0|31|00:00.004|62|2|308K|bosque72
452981_26|COMPLETED|0:0|32|00:01.318|64|2||bosque72
452981_26.batch|COMPLETED|0:0|32|00:01.314|64|2|3288K|bosque72
452981_26.extern|COMPLETED|0:0|32|00:00.004|64|2|4K|bosque72
452981_27|COMPLETED|0:0|37|00:01.276|74|2||bosque72
452981_27.batch|COMPLETED|0:0|37|00:01.272|74|2|3408K|bosque72
452981_27.extern|COMPLETED|0:0|37|00:00.004|74|2|4K|bosque72
452981_28|COMPLETED|0:0|32|00:01.220|64|2||bosque72
452981_28.batch|COMPLETED|0:0|32|00:01.216|64|2|3404K|bosque72
452981_28.extern|COMPLETED|0:0|33|00:00.004|66|2|4K|bosque72
452981_29|COMPLETED|0:0|35|00:01.278|70|2||bosque72
452981_29.batch|COMPLETED|0:0|35|00:01.274|70|2|3332K|bosque72
452981_29.extern|COMPLETED|0:0|35|00:00.004|70|2|4K|bosque72
452981_30|COMPLETED|0:0|34|00:01.308|68|2||bosque72
452981_30.batch|COMPLETED|0:0|34|00:01.304|68|2|3360K|bosque72
452981_30.extern|COMPLETED|0:0|34|00:00.004|68|2|4K|bosque72
452981_31|COMPLETED|0:0|36|00:01.454|72|2||bosque81
452981_31.batch|COMPLETED|0:0|36|00:01.450|72|2|3392K|bosque81
452981_31.extern|COMPLETED|0:0|36|00:00.004|72|2|4K|bosque81
452981_32|COMPLETED|0:0|10|00:01.204|20|2||bosque74
452981_32.batch|COMPLETED|0:0|10|00:01.200|20|2|3272K|bosque74
452981_32.extern|COMPLETED|0:0|11|00:00.004|22|2|300K|bosque74
452981_33|COMPLETED|0:0|8|00:01.034|16|2||bosque67
452981_33.batch|COMPLETED|0:0|8|00:01.031|16|2|3360K|bosque67
452981_33.extern|COMPLETED|0:0|8|00:00.002|16|2|1160K|bosque67
452981_34|COMPLETED|0:0|10|00:01.010|20|2||bosque67
452981_34.batch|COMPLETED|0:0|10|00:01.007|20|2|3336K|bosque67
452981_34.extern|COMPLETED|0:0|10|00:00.003|20|2|1160K|bosque67
452981_35|COMPLETED|0:0|8|00:01.205|16|2||bosque67
452981_35.batch|COMPLETED|0:0|8|00:01.202|16|2|3336K|bosque67
452981_35.extern|COMPLETED|0:0|8|00:00.003|16|2|4K|bosque67
452981_36|COMPLETED|0:0|11|00:01.036|22|2||bosque20
452981_36.batch|COMPLETED|0:0|11|00:01.032|22|2|3332K|bosque20
452981_36.extern|COMPLETED|0:0|11|00:00.003|22|2|4K|bosque20
452981_37|COMPLETED|0:0|10|00:01.057|20|2||bosque20
452981_37.batch|COMPLETED|0:0|10|00:01.053|20|2|3392K|bosque20
452981_37.extern|COMPLETED|0:0|10|00:00.004|20|2|4K|bosque20
452981_38|COMPLETED|0:0|10|00:01.039|20|2||bosque20
452981_38.batch|COMPLETED|0:0|10|00:01.035|20|2|3336K|bosque20
452981_38.extern|COMPLETED|0:0|11|00:00.004|22|2|4K|bosque20
452981_39|COMPLETED|0:0|11|00:01.038|22|2||bosque20
452981_39.batch|COMPLETED|0:0|11|00:01.034|22|2|3392K|bosque20
452981_39.extern|COMPLETED|0:0|11|00:00.004|22|2|304K|bosque20
452981_40|COMPLETED|0:0|9|00:01.090|18|2||bosque20
452981_40.batch|COMPLETED|0:0|9|00:01.086|18|2|3336K|bosque20
452981_40.extern|COMPLETED|0:0|9|00:00.004|18|2|4K|bosque20
452981_41|COMPLETED|0:0|10|00:01.004|20|2||bosque26
452981_41.batch|COMPLETED|0:0|10|00:00:01|20|2|3312K|bosque26
452981_41.extern|COMPLETED|0:0|10|00:00.003|20|2|4K|bosque26
452981_42|COMPLETED|0:0|9|00:01.027|18|2||bosque26
452981_42.batch|COMPLETED|0:0|9|00:01.022|18|2|3340K|bosque26
452981_42.extern|COMPLETED|0:0|9|00:00.004|18|2|304K|bosque26
452981_43|COMPLETED|0:0|9|00:01.028|18|2||bosque26
452981_43.batch|COMPLETED|0:0|9|00:01.024|18|2|3316K|bosque26
452981_43.extern|COMPLETED|0:0|9|00:00.004|18|2|4K|bosque26
452981_44|COMPLETED|0:0|5|00:01.053|10|2||bosque26
452981_44.batch|COMPLETED|0:0|5|00:01.049|10|2|3312K|bosque26
452981_44.extern|COMPLETED|0:0|5|00:00.004|10|2|300K|bosque26
452981_45|COMPLETED|0:0|8|00:01.059|16|2||bosque26
452981_45.batch|COMPLETED|0:0|8|00:01.055|16|2|3408K|bosque26
452981_45.extern|COMPLETED|0:0|8|00:00.004|16|2|308K|bosque26
452981_46|COMPLETED|0:0|8|00:01.187|16|2||bosque53
452981_46.batch|COMPLETED|0:0|8|00:01.183|16|2|3340K|bosque53
452981_46.extern|COMPLETED|0:0|8|00:00.003|16|2|4K|bosque53
452981_47|COMPLETED|0:0|13|00:01.151|26|2||bosque81
452981_47.batch|COMPLETED|0:0|13|00:01.147|26|2|3428K|bosque81
452981_47.extern|COMPLETED|0:0|13|00:00.004|26|2|4K|bosque81
452981_48|COMPLETED|0:0|11|00:01.085|22|2||bosque72
452981_48.batch|COMPLETED|0:0|11|00:01.081|22|2|3252K|bosque72
452981_48.extern|COMPLETED|0:0|11|00:00.004|22|2|308K|bosque72
452981_49|COMPLETED|0:0|11|00:01.066|22|2||bosque72
452981_49.batch|COMPLETED|0:0|11|00:01.062|22|2|3292K|bosque72
452981_49.extern|COMPLETED|0:0|11|00:00.003|22|2|1016K|bosque72
452981_50|COMPLETED|0:0|8|00:01.069|16|2||bosque72
452981_50.batch|COMPLETED|0:0|8|00:01.065|16|2|3368K|bosque72
452981_50.extern|COMPLETED|0:0|8|00:00.003|16|2|4K|bosque72
452981_51|COMPLETED|0:0|12|00:01.052|24|2||bosque72
452981_51.batch|COMPLETED|0:0|12|00:01.048|24|2|3296K|bosque72
452981_51.extern|COMPLETED|0:0|12|00:00.004|24|2|300K|bosque72
452981_52|COMPLETED|0:0|13|00:01.025|26|2||bosque72
452981_52.batch|COMPLETED|0:0|13|00:01.021|26|2|3320K|bosque72
452981_52.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque72
452981_53|COMPLETED|0:0|9|00:01.013|18|2||bosque72
452981_53.batch|COMPLETED|0:0|9|00:01.009|18|2|3288K|bosque72
452981_53.extern|COMPLETED|0:0|9|00:00.004|18|2|4K|bosque72
452981_54|COMPLETED|0:0|10|00:01.019|20|2||bosque72
452981_54.batch|COMPLETED|0:0|10|00:01.015|20|2|3344K|bosque72
452981_54.extern|COMPLETED|0:0|10|00:00.004|20|2|304K|bosque72
452981_55|COMPLETED|0:0|12|00:01.086|24|2||bosque72
452981_55.batch|COMPLETED|0:0|12|00:01.082|24|2|3384K|bosque72
452981_55.extern|COMPLETED|0:0|12|00:00.004|24|2|4K|bosque72
452981_56|COMPLETED|0:0|9|00:01.086|18|2||bosque72
452981_56.batch|COMPLETED|0:0|9|00:01.083|18|2|3248K|bosque72
452981_56.extern|COMPLETED|0:0|9|00:00.002|18|2|4K|bosque72
452981_57|COMPLETED|0:0|8|00:01.047|16|2||bosque72
452981_57.batch|COMPLETED|0:0|8|00:01.043|16|2|3380K|bosque72
452981_57.extern|COMPLETED|0:0|8|00:00.003|16|2|4K|bosque72
452981_58|COMPLETED|0:0|10|00:01.064|20|2||bosque72
452981_58.batch|COMPLETED|0:0|10|00:01.060|20|2|3300K|bosque72
452981_58.extern|COMPLETED|0:0|10|00:00.003|20|2|4K|bosque72
452981_59|COMPLETED|0:0|9|00:00.979|18|2||bosque72
452981_59.batch|COMPLETED|0:0|9|00:00.975|18|2|3372K|bosque72
452981_59.extern|COMPLETED|0:0|9|00:00.004|18|2|4K|bosque72
452981_60|COMPLETED|0:0|7|00:00.978|14|2||bosque72
452981_60.batch|COMPLETED|0:0|7|00:00.974|14|2|3400K|bosque72
452981_60.extern|COMPLETED|0:0|7|00:00.004|14|2|4K|bosque72
452981_61|COMPLETED|0:0|11|00:00.950|22|2||bosque72
452981_61.batch|COMPLETED|0:0|11|00:00.946|22|2|3356K|bosque72
452981_61.extern|COMPLETED|0:0|11|00:00.003|22|2|4K|bosque72
452981_62|COMPLETED|0:0|11|00:00.981|22|2||bosque72
452981_62.batch|COMPLETED|0:0|11|00:00.977|22|2|3404K|bosque72
452981_62.extern|COMPLETED|0:0|11|00:00.004|22|2|4K|bosque72
452981_63|COMPLETED|0:0|13|00:01.295|26|2||bosque67
452981_63.batch|COMPLETED|0:0|13|00:01.291|26|2|3324K|bosque67
452981_63.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque67
452981_64|COMPLETED|0:0|14|00:01.225|28|2||bosque67
452981_64.batch|COMPLETED|0:0|14|00:01.221|28|2|3384K|bosque67
452981_64.extern|COMPLETED|0:0|15|00:00.003|30|2|4K|bosque67
452981_65|COMPLETED|0:0|14|00:01.133|28|2||bosque67
452981_65.batch|COMPLETED|0:0|14|00:01.130|28|2|3412K|bosque67
452981_65.extern|COMPLETED|0:0|14|00:00.003|28|2|1040K|bosque67
452981_66|COMPLETED|0:0|16|00:00.958|32|2||bosque20
452981_66.batch|COMPLETED|0:0|16|00:00.954|32|2|3312K|bosque20
452981_66.extern|COMPLETED|0:0|16|00:00.004|32|2|4K|bosque20
452981_67|COMPLETED|0:0|16|00:00.968|32|2||bosque20
452981_67.batch|COMPLETED|0:0|16|00:00.964|32|2|3392K|bosque20
452981_67.extern|COMPLETED|0:0|16|00:00.004|32|2|4K|bosque20
452981_68|COMPLETED|0:0|14|00:01.151|28|2||bosque20
452981_68.batch|COMPLETED|0:0|14|00:01.147|28|2|3392K|bosque20
452981_68.extern|COMPLETED|0:0|14|00:00.004|28|2|4K|bosque20
452981_69|COMPLETED|0:0|14|00:01.183|28|2||bosque20
452981_69.batch|COMPLETED|0:0|14|00:01.179|28|2|3396K|bosque20
452981_69.extern|COMPLETED|0:0|14|00:00.004|28|2|4K|bosque20
452981_70|COMPLETED|0:0|17|00:01.061|34|2||bosque20
452981_70.batch|COMPLETED|0:0|17|00:01.057|34|2|3396K|bosque20
452981_70.extern|COMPLETED|0:0|17|00:00.004|34|2|4K|bosque20
452981_71|COMPLETED|0:0|14|00:00.995|28|2||bosque26
452981_71.batch|COMPLETED|0:0|14|00:00.991|28|2|3436K|bosque26
452981_71.extern|COMPLETED|0:0|14|00:00.004|28|2|4K|bosque26
452981_72|COMPLETED|0:0|12|00:00.993|24|2||bosque26
452981_72.batch|COMPLETED|0:0|12|00:00.989|24|2|3392K|bosque26
452981_72.extern|COMPLETED|0:0|12|00:00.004|24|2|304K|bosque26
452981_73|COMPLETED|0:0|15|00:00.964|30|2||bosque26
452981_73.batch|COMPLETED|0:0|15|00:00.960|30|2|3372K|bosque26
452981_73.extern|COMPLETED|0:0|15|00:00.004|30|2|4K|bosque26
452981_74|COMPLETED|0:0|17|00:00.997|34|2||bosque26
452981_74.batch|COMPLETED|0:0|17|00:00.993|34|2|3396K|bosque26
452981_74.extern|COMPLETED|0:0|17|00:00.003|34|2|4K|bosque26
452981_75|COMPLETED|0:0|14|00:00.965|28|2||bosque26
452981_75.batch|COMPLETED|0:0|14|00:00.961|28|2|3344K|bosque26
452981_75.extern|COMPLETED|0:0|14|00:00.003|28|2|4K|bosque26
452981_76|CANCELLED by 7711|0:0|319|00:00:00|638|2||bosque81
452981_77|COMPLETED|0:0|15|00:01.315|30|2||bosque81
452981_77.batch|COMPLETED|0:0|15|00:01.311|30|2|3336K|bosque81
452981_77.extern|COMPLETED|0:0|15|00:00.004|30|2|4K|bosque81
452981_78|COMPLETED|0:0|13|00:01.166|26|2||bosque81
452981_78.batch|COMPLETED|0:0|13|00:01.162|26|2|3404K|bosque81
452981_78.extern|COMPLETED|0:0|13|00:00.004|26|2|304K|bosque81
452981_79|COMPLETED|0:0|16|00:00.967|32|2||bosque81
452981_79.batch|COMPLETED|0:0|16|00:00.963|32|2|3468K|bosque81
452981_79.extern|COMPLETED|0:0|16|00:00.004|32|2|4K|bosque81
452981_80|COMPLETED|0:0|13|00:01.120|26|2||bosque81
452981_80.batch|COMPLETED|0:0|13|00:01.116|26|2|3360K|bosque81
452981_80.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque81
452981_81|COMPLETED|0:0|13|00:00.950|26|2||bosque44
452981_81.batch|COMPLETED|0:0|13|00:00.946|26|2|3476K|bosque44
452981_81.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque44
452981_82|CANCELLED by 7711|0:0|319|00:00:00|638|2||bosque44
452981_83|CANCELLED by 7711|0:0|319|00:00:00|638|2||bosque44
452981_84|COMPLETED|0:0|13|00:00.959|26|2||bosque44
452981_84.batch|COMPLETED|0:0|13|00:00.955|26|2|3344K|bosque44
452981_84.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque44
452981_85|COMPLETED|0:0|15|00:00.959|30|2||bosque44
452981_85.batch|COMPLETED|0:0|15|00:00.955|30|2|3304K|bosque44
452981_85.extern|COMPLETED|0:0|15|00:00.003|30|2|1164K|bosque44
452981_86|COMPLETED|0:0|13|00:01.048|26|2||bosque44
452981_86.batch|COMPLETED|0:0|13|00:01.044|26|2|3324K|bosque44
452981_86.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque44
452981_87|COMPLETED|0:0|15|00:01.076|30|2||bosque44
452981_87.batch|COMPLETED|0:0|15|00:01.072|30|2|3408K|bosque44
452981_87.extern|COMPLETED|0:0|15|00:00.004|30|2|4K|bosque44
452981_88|COMPLETED|0:0|14|00:01.036|28|2||bosque44
452981_88.batch|COMPLETED|0:0|14|00:01.032|28|2|3396K|bosque44
452981_88.extern|COMPLETED|0:0|14|00:00.004|28|2|4K|bosque44
452981_89|COMPLETED|0:0|13|00:01.038|26|2||bosque44
452981_89.batch|COMPLETED|0:0|13|00:01.035|26|2|3412K|bosque44
452981_89.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque44
452981_90|COMPLETED|0:0|16|00:01.239|32|2||bosque44
452981_90.batch|COMPLETED|0:0|16|00:01.235|32|2|3232K|bosque44
452981_90.extern|COMPLETED|0:0|16|00:00.003|32|2|4K|bosque44
452981_91|COMPLETED|0:0|12|00:00.985|24|2||bosque44
452981_91.batch|COMPLETED|0:0|12|00:00.981|24|2|3320K|bosque44
452981_91.extern|COMPLETED|0:0|12|00:00.003|24|2|4K|bosque44
452981_92|COMPLETED|0:0|13|00:00.995|26|2||bosque44
452981_92.batch|COMPLETED|0:0|13|00:00.991|26|2|3324K|bosque44
452981_92.extern|COMPLETED|0:0|14|00:00.004|28|2|4K|bosque44
452981_93|CANCELLED by 7711|0:0|319|00:00:00|638|2||bosque44
452981_94|COMPLETED|0:0|12|00:01.037|24|2||bosque44
452981_94.batch|COMPLETED|0:0|12|00:01.033|24|2|3380K|bosque44
452981_94.extern|COMPLETED|0:0|12|00:00.004|24|2|4K|bosque44
452981_95|COMPLETED|0:0|15|00:01.014|30|2||bosque67
452981_95.batch|COMPLETED|0:0|15|00:01.009|30|2|3332K|bosque67
452981_95.extern|COMPLETED|0:0|15|00:00.004|30|2|300K|bosque67
452981_96|COMPLETED|0:0|7|00:01.100|14|2||bosque67
452981_96.batch|COMPLETED|0:0|7|00:01.096|14|2|3372K|bosque67
452981_96.extern|COMPLETED|0:0|8|00:00.003|16|2|4K|bosque67
452981_97|COMPLETED|0:0|13|00:01.042|26|2||bosque67
452981_97.batch|COMPLETED|0:0|13|00:01.038|26|2|3340K|bosque67
452981_97.extern|COMPLETED|0:0|13|00:00.004|26|2|4K|bosque67
452981_98|COMPLETED|0:0|16|00:01.037|32|2||bosque81
452981_98.batch|COMPLETED|0:0|16|00:01.033|32|2|3360K|bosque81
452981_98.extern|COMPLETED|0:0|16|00:00.003|32|2|4K|bosque81
452981_99|COMPLETED|0:0|9|00:01.069|18|2||bosque81
452981_99.batch|COMPLETED|0:0|9|00:01.065|18|2|3380K|bosque81
452981_99.extern|COMPLETED|0:0|10|00:00.004|20|2|4K|bosque81
452981_100|COMPLETED|0:0|11|00:01.088|22|2||bosque81
452981_100.batch|COMPLETED|0:0|11|00:01.084|22|2|3312K|bosque81
452981_100.extern|COMPLETED|0:0|11|00:00.004|22|2|4K|bosque81
452981_101|COMPLETED|0:0|9|00:01.137|18|2||bosque81
452981_101.batch|COMPLETED|0:0|9|00:01.133|18|2|3312K|bosque81
452981_101.extern|COMPLETED|0:0|9|00:00.003|18|2|4K|bosque81
452981_102|COMPLETED|0:0|10|00:00.985|20|2||bosque20
452981_102.batch|COMPLETED|0:0|10|00:00.981|20|2|3388K|bosque20
452981_102.extern|COMPLETED|0:0|10|00:00.003|20|2|4K|bosque20
452981_103|COMPLETED|0:0|11|00:00.971|22|2||bosque20
452981_103.batch|COMPLETED|0:0|11|00:00.967|22|2|3328K|bosque20
452981_103.extern|COMPLETED|0:0|12|00:00.003|24|2|4K|bosque20
452981_104|COMPLETED|0:0|9|00:01.035|18|2||bosque20
452981_104.batch|COMPLETED|0:0|9|00:01.031|18|2|3328K|bosque20
452981_104.extern|COMPLETED|0:0|10|00:00.003|20|2|4K|bosque20
452981_105|COMPLETED|0:0|12|00:00.978|24|2||bosque20
452981_105.batch|COMPLETED|0:0|12|00:00.974|24|2|3328K|bosque20
452981_105.extern|COMPLETED|0:0|12|00:00.003|24|2|4K|bosque20
452981_106|COMPLETED|0:0|10|00:00.996|20|2||bosque20
452981_106.batch|COMPLETED|0:0|10|00:00.992|20|2|3304K|bosque20
452981_106.extern|COMPLETED|0:0|10|00:00.003|20|2|4K|bosque20
452981_107|COMPLETED|0:0|10|00:01.016|20|2||bosque26
452981_107.batch|COMPLETED|0:0|10|00:01.012|20|2|3328K|bosque26
452981_107.extern|COMPLETED|0:0|10|00:00.004|20|2|4K|bosque26
452981_108|COMPLETED|0:0|10|00:01.061|20|2||bosque26
452981_108.batch|COMPLETED|0:0|10|00:01.057|20|2|3232K|bosque26
452981_108.extern|COMPLETED|0:0|10|00:00.004|20|2|4K|bosque26
452981_109|COMPLETED|0:0|15|00:00.959|30|2||bosque26
452981_109.batch|COMPLETED|0:0|15|00:00.955|30|2|3368K|bosque26
452981_109.extern|COMPLETED|0:0|15|00:00.003|30|2|4K|bosque26
452981_110|COMPLETED|0:0|14|00:01.022|28|2||bosque26
452981_110.batch|COMPLETED|0:0|14|00:01.018|28|2|3368K|bosque26
452981_110.extern|COMPLETED|0:0|15|00:00.003|30|2|4K|bosque26
452981_111|COMPLETED|0:0|12|00:00.964|24|2||bosque26
452981_111.batch|COMPLETED|0:0|12|00:00.960|24|2|3324K|bosque26
452981_111.extern|COMPLETED|0:0|12|00:00.003|24|2|4K|bosque26
452981_112|COMPLETED|0:0|10|00:00.978|20|2||bosque44
452981_112.batch|COMPLETED|0:0|10|00:00.974|20|2|3348K|bosque44
452981_112.extern|COMPLETED|0:0|10|00:00.004|20|2|304K|bosque44
452981_113|COMPLETED|0:0|9|00:00.964|18|2||bosque44
452981_113.batch|COMPLETED|0:0|9|00:00.960|18|2|3204K|bosque44
452981_113.extern|COMPLETED|0:0|10|00:00.003|20|2|4K|bosque44
452981_114|COMPLETED|0:0|14|00:01.156|28|2||bosque44
452981_114.batch|COMPLETED|0:0|14|00:01.152|28|2|3408K|bosque44
452981_114.extern|COMPLETED|0:0|14|00:00.003|28|2|4K|bosque44
452981_115|COMPLETED|0:0|13|00:01.019|26|2||bosque44
452981_115.batch|COMPLETED|0:0|13|00:01.015|26|2|3308K|bosque44
452981_115.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque44
452981_116|COMPLETED|0:0|11|00:01.015|22|2||bosque44
452981_116.batch|COMPLETED|0:0|11|00:01.011|22|2|3300K|bosque44
452981_116.extern|COMPLETED|0:0|11|00:00.003|22|2|4K|bosque44
452981_117|COMPLETED|0:0|9|00:01.030|18|2||bosque44
452981_117.batch|COMPLETED|0:0|9|00:01.026|18|2|3472K|bosque44
452981_117.extern|COMPLETED|0:0|9|00:00.003|18|2|4K|bosque44
452981_118|COMPLETED|0:0|12|00:00.959|24|2||bosque44
452981_118.batch|COMPLETED|0:0|12|00:00.955|24|2|3316K|bosque44
452981_118.extern|COMPLETED|0:0|12|00:00.003|24|2|4K|bosque44
452981_119|COMPLETED|0:0|18|00:01.002|36|2||bosque44
452981_119.batch|COMPLETED|0:0|18|00:00.998|36|2|3308K|bosque44
452981_119.extern|COMPLETED|0:0|18|00:00.004|36|2|1164K|bosque44
452981_120|COMPLETED|0:0|14|00:01.115|28|2||bosque44
452981_120.batch|COMPLETED|0:0|14|00:01.111|28|2|3408K|bosque44
452981_120.extern|COMPLETED|0:0|14|00:00.003|28|2|4K|bosque44
452981_121|COMPLETED|0:0|11|00:01.013|22|2||bosque44
452981_121.batch|COMPLETED|0:0|11|00:01.009|22|2|3408K|bosque44
452981_121.extern|COMPLETED|0:0|11|00:00.003|22|2|4K|bosque44
452981_122|COMPLETED|0:0|12|00:00.985|24|2||bosque44
452981_122.batch|COMPLETED|0:0|12|00:00.983|24|2|3392K|bosque44
452981_122.extern|COMPLETED|0:0|12|00:00.001|24|2|304K|bosque44
452981_123|CANCELLED by 7711|0:0|259|00:00:00|518|2||bosque67
452981_124|COMPLETED|0:0|12|00:01.009|24|2||bosque67
452981_124.batch|COMPLETED|0:0|12|00:01.005|24|2|3384K|bosque67
452981_124.extern|COMPLETED|0:0|12|00:00.003|24|2|4K|bosque67
452981_125|COMPLETED|0:0|10|00:00.996|20|2||bosque67
452981_125.batch|COMPLETED|0:0|10|00:00.991|20|2|3396K|bosque67
452981_125.extern|COMPLETED|0:0|10|00:00.004|20|2|308K|bosque67
452981_126|COMPLETED|0:0|15|00:01.072|30|2||bosque81
452981_126.batch|COMPLETED|0:0|15|00:01.068|30|2|3284K|bosque81
452981_126.extern|COMPLETED|0:0|15|00:00.004|30|2|4K|bosque81
452981_127|COMPLETED|0:0|13|00:00.961|26|2||bosque81
452981_127.batch|COMPLETED|0:0|13|00:00.957|26|2|3412K|bosque81
452981_127.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque81
452981_128|COMPLETED|0:0|11|00:00.992|22|2||bosque81
452981_128.batch|COMPLETED|0:0|11|00:00.988|22|2|3332K|bosque81
452981_128.extern|COMPLETED|0:0|11|00:00.004|22|2|300K|bosque81
452981_129|COMPLETED|0:0|11|00:00.987|22|2||bosque81
452981_129.batch|COMPLETED|0:0|11|00:00.983|22|2|3240K|bosque81
452981_129.extern|COMPLETED|0:0|11|00:00.004|22|2|4K|bosque81
452981_130|CANCELLED by 7711|0:0|259|00:00:00|518|2||bosque20
452981_131|COMPLETED|0:0|14|00:00.992|28|2||bosque20
452981_131.batch|COMPLETED|0:0|14|00:00.988|28|2|3396K|bosque20
452981_131.extern|COMPLETED|0:0|14|00:00.003|28|2|4K|bosque20
452981_132|COMPLETED|0:0|15|00:00.957|30|2||bosque20
452981_132.batch|COMPLETED|0:0|15|00:00.954|30|2|3396K|bosque20
452981_132.extern|COMPLETED|0:0|15|00:00.003|30|2|4K|bosque20
452981_133|COMPLETED|0:0|13|00:01.028|26|2||bosque20
452981_133.batch|COMPLETED|0:0|13|00:01.024|26|2|3364K|bosque20
452981_133.extern|COMPLETED|0:0|13|00:00.003|26|2|4K|bosque20
452981_134|COMPLETED|0:0|14|00:00.996|28|2||bosque20
452981_134.batch|COMPLETED|0:0|14|00:00.992|28|2|3500K|bosque20
452981_134.extern|COMPLETED|0:0|14|00:00.003|28|2|4K|bosque20
452981_135|COMPLETED|0:0|10|00:00.989|20|2||bosque26
452981_135.batch|COMPLETED|0:0|10|00:00.985|20|2|3336K|bosque26
452981_135.extern|COMPLETED|0:0|10|00:00.003|20|2|4K|bosque26
452981_136|COMPLETED|0:0|13|00:00.956|26|2||bosque26
452981_136.batch|COMPLETED|0:0|13|00:00.952|26|2|3408K|bosque26
