index,variant,recovery,searches_complete,mapping_cpu,capped
128,tol_1p5,recovered,True,13.285315717000001,True
128,archived_1p0,recovered,True,14.450406489000002,True
129,tol_1p0,recovered,True,3.2069269730000003,True
129,tol_1p5,recovered,True,3.246924783,True
129,archived_1p0,recovered,True,3.4240144310000007,True
130,tol_1p0,recovered,True,9.955912452,True
130,tol_1p5,recovered,True,9.821344135,True
130,archived_1p0,recovered,True,9.487537831000001,True
131,tol_1p0,recovered,True,40.4016205,True
131,tol_1p5,recovered,True,40.489142396,True
131,archived_1p0,recovered,True,41.236539149999984,True
132,tol_1p0,recovered,True,3.5177314899999996,True
132,tol_1p5,recovered,True,3.4353544159999996,True
132,archived_1p0,recovered,True,3.8085885509999997,True
133,tol_1p0,recovered,True,1.2850083210000003,False
133,tol_1p5,recovered,True,1.301516361,False
133,archived_1p0,recovered,True,1.4793905469999997,False
134,tol_1p0,recovered,True,8.601467928,True
134,tol_1p5,recovered,True,8.712105310999998,True
134,archived_1p0,recovered,True,8.741796096,True
135,tol_1p0,recovered,True,41.540059345,True
135,tol_1p5,recovered,True,39.833006938,True
135,archived_1p0,recovered,True,39.006396736999996,True
136,tol_1p0,recovered,True,1.4021343540000002,False
136,tol_1p5,recovered,True,1.936971497,True
136,archived_1p0,recovered,True,1.51831172,False
137,tol_1p0,recovered,True,6.097266533,True
137,tol_1p5,recovered,True,6.2143795850000005,True
137,archived_1p0,recovered,True,6.195269081999999,True
138,tol_1p0,recovered,True,7.282635483000001,True
138,tol_1p5,recovered,True,7.228421347,True
138,archived_1p0,recovered,True,7.4800913940000004,True
139,tol_1p0,recovered,True,1.625245532,False
139,tol_1p5,recovered,True,1.7866147759999995,False
139,archived_1p0,recovered,True,1.952625362,False
140,tol_1p0,recovered,True,1.3073677579999998,False
140,tol_1p5,recovered,True,1.344693341,False
140,archived_1p0,recovered,True,1.5157889339999997,False
141,tol_1p0,recovered,True,4.250870185,True
141,tol_1p5,recovered,True,4.473146726,True
141,archived_1p0,recovered,True,4.6119985219999995,True
142,tol_1p0,recovered,True,1.5414437909999998,False
142,tol_1p5,recovered,True,1.5206602150000004,False
142,archived_1p0,recovered,True,1.841961458,False
143,tol_1p0,recovered,True,91.250312704,True
143,tol_1p5,recovered,True,96.15340602500002,True
143,archived_1p0,recovered,True,89.95246211600002,True
144,tol_1p0,recovered,True,1.4666815340000001,True
144,tol_1p5,recovered,True,2.162143867,True
144,archived_1p0,recovered,True,1.536946928,True
145,tol_1p0,recovered,True,2.3483641129999997,False
145,tol_1p5,recovered,True,2.1346761069999998,False
145,archived_1p0,recovered,True,2.393530782,False
146,tol_1p0,recovered,True,12.699210229000002,True
146,tol_1p5,recovered,True,12.88174451,True
146,archived_1p0,recovered,True,13.178940514999997,True
