469242_12|COMPLETED|408|01:08:13|32|2026-09-11T11:10:49|2026-09-11T11:10:50|2026-09-11T11:17:38|
469242_12.batch|COMPLETED|408|01:08:13|32|2026-09-11T11:10:50|2026-09-11T11:10:50|2026-09-11T11:17:38|3698012K
469242_12.extern|COMPLETED|408|00:00.003|32|2026-09-11T11:10:50|2026-09-11T11:10:50|2026-09-11T11:17:38|1020K
469242_13|COMPLETED|408|01:04:58|32|2026-09-11T11:10:49|2026-09-11T11:10:50|2026-09-11T11:17:38|
469242_13.batch|COMPLETED|408|01:04:58|32|2026-09-11T11:10:50|2026-09-11T11:10:50|2026-09-11T11:17:38|2633736K
469242_13.extern|COMPLETED|408|00:00.003|32|2026-09-11T11:10:50|2026-09-11T11:10:50|2026-09-11T11:17:38|1036K
469242_14|COMPLETED|408|01:11:29|32|2026-09-11T11:10:49|2026-09-11T11:10:50|2026-09-11T11:17:38|
469242_14.batch|COMPLETED|408|01:11:29|32|2026-09-11T11:10:50|2026-09-11T11:10:50|2026-09-11T11:17:38|4568924K
469242_14.extern|COMPLETED|408|00:00.003|32|2026-09-11T11:10:50|2026-09-11T11:10:50|2026-09-11T11:17:38|1036K
469242_15|COMPLETED|408|01:07:03|32|2026-09-11T11:10:49|2026-09-11T11:10:50|2026-09-11T11:17:38|
469242_15.batch|COMPLETED|408|01:07:03|32|2026-09-11T11:10:50|2026-09-11T11:10:50|2026-09-11T11:17:38|3391232K
469242_15.extern|COMPLETED|408|00:00.003|32|2026-09-11T11:10:50|2026-09-11T11:10:50|2026-09-11T11:17:38|1048K
469243_0|COMPLETED|228|22:55.491|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:37|
469243_0.batch|COMPLETED|228|22:55.489|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:37|2260540K
469243_0.extern|COMPLETED|228|00:00.001|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:37|1092K
469243_1|COMPLETED|203|22:32.440|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_1.batch|COMPLETED|203|22:32.437|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|5667088K
469243_1.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1032K
469243_2|COMPLETED|203|23:43.108|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_2.batch|COMPLETED|203|23:43.104|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|4503648K
469243_2.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1056K
469243_3|COMPLETED|203|23:29.756|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_3.batch|COMPLETED|203|23:29.753|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|4394468K
469243_3.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1044K
469243_4|COMPLETED|203|23:18.149|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_4.batch|COMPLETED|203|23:18.146|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|4379396K
469243_4.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1112K
469243_5|COMPLETED|262|24:10.518|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:22:11|
469243_5.batch|COMPLETED|262|24:10.515|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:22:11|2734256K
469243_5.extern|COMPLETED|262|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:22:11|1016K
469243_6|COMPLETED|203|23:27.175|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_6.batch|COMPLETED|203|23:27.171|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|2468652K
469243_6.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1036K
469243_7|COMPLETED|203|23:48.987|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_7.batch|COMPLETED|203|23:48.984|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|3256732K
469243_7.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1004K
469243_8|COMPLETED|203|23:17.789|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_8.batch|COMPLETED|203|23:17.786|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|2228260K
469243_8.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1032K
469243_9|COMPLETED|203|23:04.526|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_9.batch|COMPLETED|203|23:04.523|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|2849816K
469243_9.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1028K
469243_10|COMPLETED|214|23:50.292|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:23|
469243_10.batch|COMPLETED|214|23:50.289|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:23|2924812K
469243_10.extern|COMPLETED|214|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:23|996K
469243_11|COMPLETED|202|22:44.387|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:11|
469243_11.batch|COMPLETED|202|22:44.383|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:11|1776584K
469243_11.extern|COMPLETED|202|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:11|1040K
469243_12|COMPLETED|203|23:00.786|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_12.batch|COMPLETED|203|23:00.783|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|2356692K
469243_12.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1060K
469243_13|COMPLETED|203|23:01.910|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_13.batch|COMPLETED|203|23:01.907|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|2669736K
469243_13.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1044K
469243_14|COMPLETED|203|23:27.321|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:12|
469243_14.batch|COMPLETED|203|23:27.318|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|4059980K
469243_14.extern|COMPLETED|203|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:12|1032K
469243_15|COMPLETED|211|24:12.413|8|2026-09-11T11:10:49|2026-09-11T11:17:49|2026-09-11T11:21:20|
469243_15.batch|COMPLETED|211|24:12.410|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:20|4831804K
469243_15.extern|COMPLETED|211|00:00.003|8|2026-09-11T11:17:49|2026-09-11T11:17:49|2026-09-11T11:21:20|1012K
