JobID|State|ExitCode|ElapsedRaw|TotalCPU|AllocCPUS|MaxRSS|NodeList
454401_246|COMPLETED|0:0|15|00:27.220|16||bosque5
454401_246.batch|COMPLETED|0:0|15|00:27.218|16|3264K|bosque5
454401_246.extern|COMPLETED|0:0|15|00:00.001|16|3264K|bosque5
454401_247|COMPLETED|0:0|7|00:04.617|16||bosque6
454401_247.batch|COMPLETED|0:0|7|00:04.616|16|3332K|bosque6
454401_247.extern|COMPLETED|0:0|7|00:00.001|16|4K|bosque6
