experiment,index,direction,terminal,repeat,method,representative,lower,upper,optimal,seconds,solver_queries,archive_loading_seconds
pruned,1786,P_to_R,243708,,bounded_symbolic,41,31,41,False,3.001763377338648,2,9.893736477941275
pruned,1786,P_to_R,490969,,bounded_symbolic,42,20,42,False,3.0016871821135283,1,9.893736477941275
pruned,1786,P_to_R,304562,,bounded_symbolic,5,3,3,True,0.2925779800862074,1,9.893736477941275
pruned,1786,P_to_R,10397,,bounded_symbolic,8,6,6,True,0.6432843105867505,1,9.893736477941275
pruned,1786,P_to_R,196382,,bounded_symbolic,29,27,27,True,1.8114858465269208,4,9.893736477941275
pruned,1786,P_to_R,465497,,bounded_symbolic,5,3,3,True,0.2631165850907564,1,9.893736477941275
pruned,44,P_to_R,211792,,bounded_symbolic,4,4,4,True,0.11331996414810419,1,4.151731858029962
pruned,44,P_to_R,144284,,bounded_symbolic,4,4,4,True,0.1602066233754158,1,4.151731858029962
pruned,44,P_to_R,87754,,bounded_symbolic,6,4,4,True,0.08182393107563257,2,4.151731858029962
pruned,44,P_to_R,89352,,bounded_symbolic,6,4,4,True,0.08590774890035391,1,4.151731858029962
pruned,44,P_to_R,92922,,bounded_symbolic,6,4,4,True,0.15330157615244389,2,4.151731858029962
pruned,44,P_to_R,41059,,bounded_symbolic,8,8,8,True,0.15248337294906378,1,4.151731858029962
pruned,44,P_to_R,93363,,bounded_symbolic,8,6,6,True,0.10539914295077324,2,4.151731858029962
pruned,44,P_to_R,258707,,bounded_symbolic,8,6,6,True,0.19486034009605646,2,4.151731858029962
pruned,44,P_to_R,257677,,bounded_symbolic,29,27,27,True,0.16870385594666004,3,4.151731858029962
pruned,44,P_to_R,47821,,bounded_symbolic,30,28,28,True,0.15240846201777458,3,4.151731858029962
pruned,44,P_to_R,10752,,bounded_symbolic,35,35,35,True,0.18992748204618692,4,4.151731858029962
pruned,44,P_to_R,113108,,bounded_symbolic,36,34,34,True,0.21331726387143135,4,4.151731858029962
pruned,44,P_to_R,103582,,bounded_symbolic,37,35,35,True,0.2071390114724636,3,4.151731858029962
pruned,44,P_to_R,93247,,bounded_symbolic,26,26,26,True,0.14930749777704477,2,4.151731858029962
pruned,44,P_to_R,62884,,bounded_symbolic,30,30,30,True,0.15393365919589996,2,4.151731858029962
pruned,44,P_to_R,44531,,bounded_symbolic,36,36,36,True,0.2325578136369586,4,4.151731858029962
pruned,44,P_to_R,269653,,bounded_symbolic,26,26,26,True,0.24761248473078012,4,4.151731858029962
pruned,44,P_to_R,222397,,bounded_symbolic,28,26,26,True,0.13315349351614714,3,4.151731858029962
pruned,44,P_to_R,35813,,bounded_symbolic,30,28,28,True,0.157148870639503,3,4.151731858029962
pruned,44,P_to_R,239870,,bounded_symbolic,33,33,33,True,0.1683307820931077,3,4.151731858029962
pruned,44,P_to_R,171585,,bounded_symbolic,36,34,34,True,2.2069386756047606,4,4.151731858029962
pruned,44,P_to_R,13811,,bounded_symbolic,34,32,32,True,0.1940011503174901,3,4.151731858029962
pruned,44,P_to_R,12608,,bounded_symbolic,26,26,26,True,0.18057866115123034,3,4.151731858029962
pruned,44,P_to_R,39318,,bounded_symbolic,33,33,33,True,0.19014445319771767,3,4.151731858029962
pruned,44,P_to_R,92826,,bounded_symbolic,26,24,24,True,0.15487271454185247,3,4.151731858029962
pruned,44,P_to_R,97855,,bounded_symbolic,28,26,26,True,0.17126191966235638,3,4.151731858029962
pruned,44,P_to_R,202386,,bounded_symbolic,36,34,34,True,0.23855712544173002,4,4.151731858029962
pruned,44,P_to_R,244166,,bounded_symbolic,26,26,26,True,0.14984901901334524,2,4.151731858029962
pruned,44,P_to_R,10896,,bounded_symbolic,28,26,26,True,0.12338670808821917,3,4.151731858029962
pruned,44,P_to_R,229873,,bounded_symbolic,32,32,32,True,0.1562228137627244,3,4.151731858029962
pruned,44,P_to_R,86183,,bounded_symbolic,34,32,32,True,0.21240236796438694,3,4.151731858029962
pruned,44,P_to_R,260497,,bounded_symbolic,36,34,34,True,0.20730730053037405,4,4.151731858029962
pruned,44,R_to_P,293340,,bounded_symbolic,4,4,4,True,0.12572069093585014,0,6.103220535442233
pruned,44,R_to_P,110900,,bounded_symbolic,6,4,4,True,0.09474723786115646,1,6.103220535442233
pruned,44,R_to_P,110920,,bounded_symbolic,6,4,4,True,0.08432282134890556,1,6.103220535442233
pruned,44,R_to_P,114102,,bounded_symbolic,6,4,4,True,0.07004900462925434,1,6.103220535442233
pruned,44,R_to_P,70552,,bounded_symbolic,8,8,8,True,0.05800194852054119,0,6.103220535442233
pruned,44,R_to_P,112108,,bounded_symbolic,8,6,6,True,0.06967856734991074,1,6.103220535442233
pruned,44,R_to_P,129288,,bounded_symbolic,9,7,7,True,0.08061204571276903,1,6.103220535442233
pruned,44,R_to_P,70545,,bounded_symbolic,10,8,8,True,0.07504906877875328,1,6.103220535442233
pruned,44,R_to_P,86972,,bounded_symbolic,30,28,28,True,0.1353831198066473,2,6.103220535442233
pruned,44,R_to_P,22138,,bounded_symbolic,30,28,28,True,0.1834619240835309,2,6.103220535442233
pruned,44,R_to_P,214994,,bounded_symbolic,33,33,33,True,0.18466401658952236,0,6.103220535442233
pruned,44,R_to_P,193157,,bounded_symbolic,33,32,32,True,0.19806285854429007,1,6.103220535442233
pruned,44,R_to_P,179395,,bounded_symbolic,30,28,28,True,0.23941601440310478,2,6.103220535442233
pruned,44,R_to_P,110796,,bounded_symbolic,36,34,34,True,0.1681265141814947,1,6.103220535442233
pruned,44,R_to_P,79805,,bounded_symbolic,32,30,30,True,0.2016132790595293,2,6.103220535442233
pruned,44,R_to_P,67646,,bounded_symbolic,24,24,24,True,0.1864407630637288,0,6.103220535442233
pruned,44,R_to_P,319780,,bounded_symbolic,28,26,26,True,0.23189070355147123,2,6.103220535442233
pruned,44,R_to_P,26357,,bounded_symbolic,30,24,26,False,3.0903781224042177,1,6.103220535442233
pruned,44,R_to_P,25699,,bounded_symbolic,30,30,30,True,0.1859879633411765,1,6.103220535442233
pruned,44,R_to_P,71023,,bounded_symbolic,29,27,27,True,0.2512446027249098,2,6.103220535442233
pruned,44,R_to_P,177110,,bounded_symbolic,26,24,24,True,0.1714625470340252,1,6.103220535442233
pruned,44,R_to_P,186188,,bounded_symbolic,28,28,28,True,0.17340139858424664,0,6.103220535442233
pruned,44,R_to_P,379908,,bounded_symbolic,30,26,26,True,0.21866585966199636,2,6.103220535442233
pruned,44,R_to_P,23139,,bounded_symbolic,28,26,26,True,0.2350199380889535,2,6.103220535442233
pruned,44,R_to_P,163462,,bounded_symbolic,26,26,26,True,0.1867569126188755,1,6.103220535442233
pruned,44,R_to_P,319267,,bounded_symbolic,28,26,26,True,0.17020788975059986,2,6.103220535442233
pruned,44,R_to_P,177356,,bounded_symbolic,33,31,31,True,0.18344319518655539,1,6.103220535442233
pruned,44,R_to_P,336072,,bounded_symbolic,28,26,26,True,0.17198747489601374,2,6.103220535442233
pruned,44,R_to_P,216241,,bounded_symbolic,29,27,27,True,0.17209349758923054,1,6.103220535442233
pruned,44,R_to_P,6543,,bounded_symbolic,30,28,28,True,0.2270412603393197,2,6.103220535442233
pruned,44,R_to_P,128058,,bounded_symbolic,26,24,24,True,0.16985824052244425,1,6.103220535442233
pruned,44,R_to_P,321272,,bounded_symbolic,32,30,30,True,0.17978757619857788,2,6.103220535442233
pruned,865,P_to_R,76484,,bounded_symbolic,13,11,11,True,0.1034676842391491,1,2.6099005173891783
pruned,865,P_to_R,103416,,bounded_symbolic,13,11,11,True,0.07910572737455368,2,2.6099005173891783
pruned,865,P_to_R,80902,,bounded_symbolic,13,11,11,True,0.0760921398177743,2,2.6099005173891783
pruned,865,P_to_R,133607,,bounded_symbolic,13,13,13,True,0.08624064456671476,1,2.6099005173891783
pruned,865,P_to_R,135217,,bounded_symbolic,13,13,13,True,0.09627594240009785,1,2.6099005173891783
pruned,865,P_to_R,137021,,bounded_symbolic,13,13,13,True,0.11036591045558453,1,2.6099005173891783
pruned,865,P_to_R,65976,,bounded_symbolic,15,13,13,True,0.13370394986122847,2,2.6099005173891783
pruned,865,P_to_R,76904,,bounded_symbolic,15,13,13,True,0.08697857335209846,2,2.6099005173891783
pruned,865,P_to_R,26762,,bounded_symbolic,19,17,17,True,0.10984634421765804,3,2.6099005173891783
pruned,865,P_to_R,5785,,bounded_symbolic,25,23,23,True,0.14203741680830717,2,2.6099005173891783
pruned,865,P_to_R,64191,,bounded_symbolic,21,19,19,True,0.2039138823747635,2,2.6099005173891783
pruned,865,P_to_R,56023,,bounded_symbolic,27,25,25,True,0.41558590810745955,3,2.6099005173891783
pruned,865,P_to_R,50967,,bounded_symbolic,23,21,21,True,0.4571025241166353,3,2.6099005173891783
pruned,865,P_to_R,33378,,bounded_symbolic,17,15,15,True,0.14377106726169586,2,2.6099005173891783
pruned,865,P_to_R,25454,,bounded_symbolic,27,25,25,True,0.34786509722471237,3,2.6099005173891783
pruned,865,P_to_R,130434,,bounded_symbolic,31,29,29,True,0.7998463688418269,3,2.6099005173891783
pruned,865,P_to_R,22221,,bounded_symbolic,32,30,30,True,2.1574268834665418,2,2.6099005173891783
pruned,865,P_to_R,142515,,bounded_symbolic,19,17,17,True,0.11458761431276798,2,2.6099005173891783
pruned,865,P_to_R,102613,,bounded_symbolic,43,43,43,True,0.170218113809824,3,2.6099005173891783
pruned,865,P_to_R,9229,,bounded_symbolic,45,45,45,True,0.3052608147263527,3,2.6099005173891783
pruned,865,P_to_R,9164,,bounded_symbolic,45,45,45,True,0.33058074582368135,3,2.6099005173891783
pruned,865,P_to_R,22965,,bounded_symbolic,27,25,25,True,0.2762206671759486,3,2.6099005173891783
pruned,865,P_to_R,50331,,bounded_symbolic,32,30,30,True,0.388247930444777,3,2.6099005173891783
pruned,865,P_to_R,52669,,bounded_symbolic,23,21,21,True,0.24759795609861612,2,2.6099005173891783
pruned,865,P_to_R,121964,,bounded_symbolic,21,19,19,True,0.23778408765792847,2,2.6099005173891783
pruned,865,P_to_R,144838,,bounded_symbolic,17,15,15,True,0.11686800979077816,2,2.6099005173891783
pruned,865,P_to_R,5993,,bounded_symbolic,23,21,21,True,0.2779122218489647,3,2.6099005173891783
pruned,865,P_to_R,134155,,bounded_symbolic,17,15,15,True,0.12687111273407936,2,2.6099005173891783
pruned,865,P_to_R,46212,,bounded_symbolic,25,23,23,True,0.25772605184465647,3,2.6099005173891783
pruned,865,P_to_R,129466,,bounded_symbolic,23,21,21,True,0.18499146774411201,2,2.6099005173891783
pruned,865,P_to_R,99456,,bounded_symbolic,19,17,17,True,0.11611449997872114,2,2.6099005173891783
pruned,865,P_to_R,50390,,bounded_symbolic,30,28,28,True,0.3963745888322592,3,2.6099005173891783
profile,1786,P_to_R,137064,,bounded_symbolic,42,40,41,False,3.0011826073750854,5,9.245556600391865
