step_id,n_atoms,core_size,label,ts_file,n_imag,reaction_mode_freq,core_fraction,imag_core_freq,imag_core_fraction,error
pr7.V.dodh_ts56-singlet,27,4,groundtruth,ts_groundtruth_01_reference_ts_01_ts5-6_benzene.xyz,4,-1157.3167,0.946822180488287,-1157.3167,0.946822180488287,
pr7.V.dodh_ts56-triplet,27,4,groundtruth,ts_groundtruth_01_reference_ts_01_ts5-6_triplet_benzene.xyz,2,-1111.174,0.9670076213397513,-1111.174,0.9670076213397513,
pr7.V.dodh_ts61,24,5,groundtruth,ts_groundtruth_01_reference_ts_01_ts6-1_benzene.xyz,1,-394.0012,0.9645531702446329,-394.0012,0.9645531702446329,
pr7.V.dodh_ts67,24,3,groundtruth,ts_groundtruth_01_reference_ts_01_ts6-7_triplet_benzene.xyz,1,-485.79,0.9610760741032717,-485.79,0.9610760741032717,
pr7.V.dodh_ts71,24,4,groundtruth,ts_groundtruth_01_reference_ts_01_ts7-1_triplet_benzene.xyz,2,-306.5065,0.9378801475720412,-306.5065,0.9378801475720412,
pr7.V.dodh_ts81,24,4,groundtruth,ts_groundtruth_01_reference_ts_01_ts8-1_benzene.xyz,1,-573.0223,0.9453734671125976,-573.0223,0.9453734671125976,
pr7.V.dodh_ts81-b,24,4,groundtruth,ts_groundtruth_01_reference_ts_01_ts8-1_b_benzene.xyz,1,-468.1989,0.9724421284697867,-468.1989,0.9724421284697867,
pr7.V.dodh_ts910,28,4,groundtruth,ts_groundtruth_01_reference_ts_01_ts9-10_benzene.xyz,1,3606.8142,0.9998009554140128,-906.0528,0.06609424920127797,
pr7.V.dodh_ts910-water,31,4,groundtruth,ts_groundtruth_01_reference_ts_01_ts9-10_w_benzene.xyz,2,3652.9639,0.9995049504950495,-23.873,0.306674684305472,
pr8.ketenes_ts1prime,63,2,groundtruth,ts_groundtruth_01_reference_ts_01_TS1_prime.xyz,2,-267.7763,0.7589996974891601,-267.7763,0.7589996974891601,
pr8.ketenes_ts2prime,63,4,groundtruth,ts_groundtruth_01_reference_ts_01_TS2_prime.xyz,2,-293.6979,0.7749350389766141,-293.6979,0.7749350389766141,
pr9.carbene.rearr_ts10,18,3,groundtruth,ts_groundtruth_01_reference_ts_01_TS-10.xyz,1,2017.0707,0.9872197991682726,-331.3666,0.8705741148229647,
pr9.carbene.rearr_ts11,60,4,groundtruth,ts_groundtruth_01_reference_ts_01_TS-11.xyz,7,2008.0323,0.9947047657108604,-500.9735,0.9139495463156845,
pr9.carbene.rearr_ts13a,24,3,groundtruth,ts_groundtruth_01_reference_ts_01_TS-13a.xyz,1,2030.4095,0.9833151256331316,-374.4131,0.8747736873868437,
pr9.carbene.rearr_ts33,60,12,groundtruth,ts_groundtruth_01_reference_ts_01_TS-33.xyz,1,1969.9244,0.9959199920390088,-135.3456,0.5872952853598015,
pr9.carbene.rearr_ts39-endo,40,3,groundtruth,ts_groundtruth_01_reference_ts_01_TS-39-endo.xyz,1,1646.2549,0.8850505050505051,-239.31,0.8442786069651742,
pr9.carbene.rearr_ts41a-endo,40,3,groundtruth,ts_groundtruth_01_reference_ts_01_TS-41a-endo.xyz,1,1481.3205,0.7493030665073677,-304.4329,0.40055660471126125,
pr9.carbene.rearr_ts42,60,3,groundtruth,ts_groundtruth_01_reference_ts_01_TS-42.xyz,5,1567.9843,0.8798795785248369,-288.4376,0.8148404993065187,
pr9.carbene.rearr_ts47a,40,4,groundtruth,ts_groundtruth_01_reference_ts_01_TS-47a.xyz,2,1817.2929,0.9811507936507936,-320.0905,0.8365480214754425,
